resultId,raceId,driverId,constructorId,number,grid,position,positionOrder,points,laps,milliseconds,fastestLap,rank,statusId,date
23172,946,2,129,6.0,1,4.0,4,12.0,67,5460045.0,51.0,5.0,1,2016-07-31 12:00:00
23173,946,816,8,3.0,3,2.0,2,18.0,67,5451196.0,48.0,1.0,1,2016-07-31 12:00:00
23174,946,0,129,44.0,2,1.0,1,25.0,67,5444200.0,52.0,3.0,1,2016-07-31 12:00:00
23175,946,831,4,55.0,15,14.0,14,0.0,66,,54.0,11.0,11,2016-07-31 12:00:00
23176,946,3,0,14.0,13,12.0,12,0.0,66,,50.0,13.0,11,2016-07-31 12:00:00
23177,946,820,207,21.0,11,11.0,11,0.0,66,,56.0,10.0,11,2016-07-31 12:00:00
23178,946,814,9,11.0,9,10.0,10,1.0,66,,46.0,8.0,11,2016-07-31 12:00:00
23179,946,821,2,77.0,7,9.0,9,2.0,66,,36.0,15.0,11,2016-07-31 12:00:00
23180,946,17,0,22.0,12,8.0,8,4.0,66,,48.0,9.0,11,2016-07-31 12:00:00
23181,946,807,9,27.0,8,7.0,7,6.0,67,5514249.0,46.0,12.0,1,2016-07-31 12:00:00
23182,947,2,129,6.0,1,1.0,1,25.0,44,6291058.0,11.0,2.0,1,2016-08-28 12:00:00
23183,947,835,206,94.0,15,,22,0.0,0,,,0.0,130,2016-08-28 12:00:00
23184,947,17,0,22.0,9,,21,0.0,1,,,0.0,130,2016-08-28 12:00:00
23185,947,831,4,55.0,14,,20,0.0,1,,,0.0,29,2016-08-28 12:00:00
23186,947,827,14,9.0,20,,19,0.0,3,,2.0,19.0,6,2016-08-28 12:00:00
23187,947,830,14,12.0,16,17.0,17,0.0,43,,31.0,17.0,11,2016-08-28 12:00:00
23188,947,838,206,31.0,17,16.0,16,0.0,43,,26.0,16.0,11,2016-08-28 12:00:00
23189,947,824,3,20.0,12,,18,0.0,5,,4.0,18.0,3,2016-08-28 12:00:00
23190,947,807,9,27.0,7,4.0,4,12.0,44,6326965.0,41.0,10.0,1,2016-08-28 12:00:00
23191,947,816,8,3.0,5,2.0,2,18.0,44,6305171.0,11.0,4.0,1,2016-08-28 12:00:00
23192,947,0,129,44.0,21,3.0,3,15.0,44,6318692.0,40.0,1.0,1,2016-08-28 12:00:00
23193,947,825,4,26.0,19,14.0,14,0.0,44,6378155.0,37.0,3.0,1,2016-08-28 12:00:00
23194,947,814,9,11.0,6,5.0,5,10.0,44,6331718.0,34.0,8.0,1,2016-08-28 12:00:00
23195,947,19,5,5.0,4,6.0,6,8.0,44,6336452.0,35.0,5.0,1,2016-08-28 12:00:00
23196,947,3,0,14.0,22,7.0,7,6.0,44,6350503.0,43.0,15.0,1,2016-08-28 12:00:00
23197,947,834,3,30.0,13,15.0,15,0.0,44,6384223.0,41.0,6.0,1,2016-08-28 12:00:00
23198,947,7,5,7.0,3,9.0,9,2.0,44,6352167.0,27.0,9.0,1,2016-08-28 12:00:00
23199,947,12,2,19.0,10,10.0,10,1.0,44,6356931.0,25.0,14.0,1,2016-08-28 12:00:00
23200,947,829,8,33.0,2,11.0,11,0.0,44,6362196.0,32.0,7.0,1,2016-08-28 12:00:00
23201,947,820,207,21.0,18,12.0,12,0.0,44,6364935.0,26.0,13.0,1,2016-08-28 12:00:00
23202,947,153,207,8.0,11,13.0,13,0.0,44,6367532.0,25.0,11.0,1,2016-08-28 12:00:00
23203,947,821,2,77.0,8,8.0,8,4.0,44,6351209.0,31.0,12.0,1,2016-08-28 12:00:00
23204,948,830,14,12.0,18,,22,0.0,6,,,0.0,130,2016-09-04 12:00:00
23205,948,834,3,30.0,20,,21,0.0,7,,4.0,21.0,130,2016-09-04 12:00:00
23206,948,835,206,94.0,13,,20,0.0,26,,18.0,20.0,44,2016-09-04 12:00:00
23207,948,825,4,26.0,16,,19,0.0,36,,35.0,17.0,84,2016-09-04 12:00:00
23208,948,838,206,31.0,22,18.0,18,0.0,51,,51.0,18.0,12,2016-09-04 12:00:00
23209,948,824,3,20.0,21,17.0,17,0.0,52,,52.0,16.0,11,2016-09-04 12:00:00
23210,948,827,14,9.0,19,16.0,16,0.0,52,,37.0,19.0,11,2016-09-04 12:00:00
23211,948,831,4,55.0,15,15.0,15,0.0,52,,41.0,11.0,11,2016-09-04 12:00:00
23212,948,3,0,14.0,12,14.0,14,0.0,52,,51.0,1.0,11,2016-09-04 12:00:00
23213,948,17,0,22.0,14,12.0,12,0.0,52,,40.0,6.0,11,2016-09-04 12:00:00
23214,948,816,8,3.0,6,5.0,5,10.0,53,4693384.0,52.0,2.0,1,2016-09-04 12:00:00
23215,948,19,5,5.0,3,3.0,3,15.0,53,4669079.0,48.0,5.0,1,2016-09-04 12:00:00
23216,948,0,129,44.0,1,2.0,2,18.0,53,4663159.0,27.0,4.0,1,2016-09-04 12:00:00
23217,948,2,129,6.0,2,1.0,1,25.0,53,4648089.0,26.0,9.0,1,2016-09-04 12:00:00
23218,948,821,2,77.0,5,6.0,6,8.0,53,4699104.0,46.0,10.0,1,2016-09-04 12:00:00
23219,948,7,5,7.0,4,4.0,4,12.0,53,4675650.0,50.0,3.0,1,2016-09-04 12:00:00
23220,948,814,9,11.0,8,8.0,8,4.0,53,4713043.0,40.0,12.0,1,2016-09-04 12:00:00
23221,948,12,2,19.0,11,9.0,9,2.0,53,4713706.0,50.0,7.0,1,2016-09-04 12:00:00
23222,948,807,9,27.0,9,10.0,10,1.0,53,4726745.0,40.0,13.0,1,2016-09-04 12:00:00
23223,948,153,207,8.0,17,11.0,11,0.0,52,,50.0,15.0,11,2016-09-04 12:00:00
23224,948,829,8,33.0,7,7.0,7,6.0,53,4702325.0,50.0,8.0,1,2016-09-04 12:00:00
23225,948,820,207,21.0,10,13.0,13,0.0,52,,42.0,14.0,11,2016-09-04 12:00:00
23226,949,834,3,30.0,18,15.0,15,0.0,60,,36.0,19.0,11,2016-09-18 12:00:00
23227,949,153,207,8.0,20,,22,0.0,0,,,0.0,54,2016-09-18 12:00:00
23228,949,807,9,27.0,8,,21,0.0,0,,,0.0,4,2016-09-18 12:00:00
23229,949,821,2,77.0,10,,20,0.0,35,,17.0,13.0,25,2016-09-18 12:00:00
23230,949,17,0,22.0,12,,19,0.0,43,,18.0,16.0,23,2016-09-18 12:00:00
23231,949,838,206,31.0,21,18.0,18,0.0,59,,47.0,18.0,12,2016-09-18 12:00:00
23232,949,827,14,9.0,14,17.0,17,0.0,60,,27.0,10.0,11,2016-09-18 12:00:00
23233,949,835,206,94.0,19,16.0,16,0.0,60,,40.0,20.0,11,2016-09-18 12:00:00
23234,949,831,4,55.0,6,14.0,14,0.0,60,,56.0,7.0,11,2016-09-18 12:00:00
23235,949,12,2,19.0,11,12.0,12,0.0,60,,53.0,14.0,11,2016-09-18 12:00:00
23236,949,2,129,6.0,1,1.0,1,25.0,61,6948950.0,38.0,6.0,1,2016-09-18 12:00:00
23237,949,816,8,3.0,2,2.0,2,18.0,61,6949438.0,49.0,1.0,1,2016-09-18 12:00:00
23238,949,0,129,44.0,3,3.0,3,15.0,61,6956988.0,52.0,3.0,1,2016-09-18 12:00:00
23239,949,830,14,12.0,16,13.0,13,0.0,60,,41.0,17.0,11,2016-09-18 12:00:00
23240,949,19,5,5.0,22,5.0,5,10.0,61,6976644.0,45.0,2.0,1,2016-09-18 12:00:00
23241,949,7,5,7.0,5,4.0,4,12.0,61,6959169.0,51.0,4.0,1,2016-09-18 12:00:00
23242,949,3,0,14.0,9,7.0,7,6.0,61,7038148.0,49.0,12.0,1,2016-09-18 12:00:00
23243,949,814,9,11.0,17,8.0,8,4.0,61,7060012.0,34.0,15.0,1,2016-09-18 12:00:00
23244,949,825,4,26.0,7,9.0,9,2.0,61,7060507.0,39.0,9.0,1,2016-09-18 12:00:00
23245,949,824,3,20.0,15,10.0,10,1.0,61,7068902.0,44.0,8.0,1,2016-09-18 12:00:00
23246,949,820,207,21.0,13,11.0,11,0.0,60,,39.0,11.0,11,2016-09-18 12:00:00
23247,949,829,8,33.0,4,6.0,6,8.0,61,7020147.0,46.0,5.0,1,2016-09-18 12:00:00
23248,950,830,14,12.0,18,,17,0.0,46,,43.0,17.0,23,2016-10-02 07:00:00
23249,950,19,5,5.0,5,,22,0.0,0,,,0.0,4,2016-10-02 07:00:00
23250,950,153,207,8.0,12,,21,0.0,7,,7.0,20.0,23,2016-10-02 07:00:00
23251,950,824,3,20.0,14,,20,0.0,17,,3.0,21.0,75,2016-10-02 07:00:00
23252,950,820,207,21.0,13,,19,0.0,39,,37.0,19.0,61,2016-10-02 07:00:00
23253,950,0,129,44.0,1,,18,0.0,40,,31.0,7.0,5,2016-10-02 07:00:00
23254,950,838,206,31.0,20,16.0,16,0.0,55,,45.0,18.0,11,2016-10-02 07:00:00
23255,950,835,206,94.0,21,15.0,15,0.0,55,,55.0,13.0,11,2016-10-02 07:00:00
23256,950,825,4,26.0,15,14.0,14,0.0,55,,43.0,15.0,11,2016-10-02 07:00:00
23257,950,814,9,11.0,7,6.0,6,8.0,56,5896570.0,51.0,11.0,1,2016-10-02 07:00:00
23258,950,821,2,77.0,11,5.0,5,10.0,56,5894358.0,53.0,9.0,1,2016-10-02 07:00:00
23259,950,7,5,7.0,6,4.0,4,12.0,56,5861561.0,47.0,4.0,1,2016-10-02 07:00:00
23260,950,829,8,33.0,3,2.0,2,18.0,56,5835219.0,44.0,2.0,1,2016-10-02 07:00:00
23261,950,816,8,3.0,4,1.0,1,25.0,56,5832776.0,44.0,3.0,1,2016-10-02 07:00:00
23262,950,3,0,14.0,22,7.0,7,6.0,56,5897981.0,44.0,6.0,1,2016-10-02 07:00:00
23263,950,2,129,6.0,2,3.0,3,15.0,56,5858292.0,44.0,1.0,1,2016-10-02 07:00:00
23264,950,17,0,22.0,9,9.0,9,2.0,56,5914592.0,51.0,8.0,1,2016-10-02 07:00:00
23265,950,834,3,30.0,19,10.0,10,1.0,56,5928242.0,53.0,12.0,1,2016-10-02 07:00:00
23266,950,831,4,55.0,16,11.0,11,0.0,56,5931654.0,44.0,10.0,1,2016-10-02 07:00:00
23267,950,827,14,9.0,17,12.0,12,0.0,55,,55.0,14.0,11,2016-10-02 07:00:00
23268,950,12,2,19.0,10,13.0,13,0.0,55,,53.0,16.0,11,2016-10-02 07:00:00
23269,950,807,9,27.0,8,8.0,8,4.0,56,5906838.0,43.0,5.0,1,2016-10-02 07:00:00
23270,951,3,0,14.0,15,16.0,16,0.0,52,,29.0,19.0,11,2016-10-09 05:00:00
23271,951,835,206,94.0,21,22.0,22,0.0,52,,39.0,17.0,11,2016-10-09 05:00:00
23272,951,838,206,31.0,20,21.0,21,0.0,52,,33.0,20.0,11,2016-10-09 05:00:00
23273,951,820,207,21.0,10,20.0,20,0.0,52,,30.0,13.0,11,2016-10-09 05:00:00
23274,951,830,14,12.0,19,19.0,19,0.0,52,,28.0,22.0,11,2016-10-09 05:00:00
23275,951,17,0,22.0,22,18.0,18,0.0,52,,39.0,9.0,11,2016-10-09 05:00:00
23276,951,831,4,55.0,14,17.0,17,0.0,52,,41.0,12.0,11,2016-10-09 05:00:00
23277,951,827,14,9.0,18,15.0,15,0.0,52,,28.0,21.0,11,2016-10-09 05:00:00
23278,951,824,3,20.0,17,14.0,14,0.0,52,,27.0,18.0,11,2016-10-09 05:00:00
23279,951,825,4,26.0,13,13.0,13,0.0,52,,25.0,11.0,11,2016-10-09 05:00:00
23280,951,2,129,6.0,1,1.0,1,25.0,53,5203333.0,31.0,5.0,1,2016-10-09 05:00:00
23281,951,829,8,33.0,3,2.0,2,18.0,53,5208311.0,43.0,6.0,1,2016-10-09 05:00:00
23282,951,19,5,5.0,6,4.0,4,12.0,53,5223602.0,36.0,1.0,1,2016-10-09 05:00:00
23283,951,7,5,7.0,8,5.0,5,10.0,53,5231703.0,33.0,4.0,1,2016-10-09 05:00:00
23284,951,816,8,3.0,4,6.0,6,8.0,53,5237274.0,36.0,3.0,1,2016-10-09 05:00:00
23285,951,0,129,44.0,2,3.0,3,15.0,53,5209109.0,36.0,2.0,1,2016-10-09 05:00:00
23286,951,807,9,27.0,9,8.0,8,4.0,53,5262510.0,39.0,10.0,1,2016-10-09 05:00:00
23287,951,12,2,19.0,12,9.0,9,2.0,53,5301096.0,35.0,14.0,1,2016-10-09 05:00:00
23288,951,821,2,77.0,11,10.0,10,1.0,53,5301656.0,33.0,15.0,1,2016-10-09 05:00:00
23289,951,153,207,8.0,7,11.0,11,0.0,53,5302587.0,32.0,8.0,1,2016-10-09 05:00:00
23290,951,834,3,30.0,16,12.0,12,0.0,52,,43.0,16.0,11,2016-10-09 05:00:00
23291,951,814,9,11.0,5,7.0,7,6.0,53,5260828.0,31.0,7.0,1,2016-10-09 05:00:00
23292,952,821,2,77.0,8,16.0,16,0.0,55,,34.0,18.0,11,2016-10-23 19:00:00
23293,952,807,9,27.0,7,,22,0.0,1,,,0.0,4,2016-10-23 19:00:00
23294,952,820,207,21.0,14,,21,0.0,16,,15.0,20.0,23,2016-10-23 19:00:00
23295,952,829,8,33.0,4,,20,0.0,28,,28.0,5.0,6,2016-10-23 19:00:00
23296,952,7,5,7.0,5,,19,0.0,38,,26.0,2.0,36,2016-10-23 19:00:00
23297,952,838,206,31.0,22,18.0,18,0.0,54,,46.0,11.0,12,2016-10-23 19:00:00
23298,952,835,206,94.0,20,17.0,17,0.0,55,,36.0,21.0,11,2016-10-23 19:00:00
23299,952,830,14,12.0,21,15.0,15,0.0,55,,55.0,13.0,11,2016-10-23 19:00:00
23300,952,816,8,3.0,3,3.0,3,15.0,56,5912310.0,51.0,7.0,1,2016-10-23 19:00:00
23301,952,834,3,30.0,15,13.0,13,0.0,55,,18.0,16.0,11,2016-10-23 19:00:00
23302,952,824,3,20.0,18,12.0,12,0.0,55,,48.0,17.0,11,2016-10-23 19:00:00
23303,952,825,4,26.0,13,11.0,11,0.0,55,,45.0,6.0,11,2016-10-23 19:00:00
23304,952,153,207,8.0,17,10.0,10,1.0,55,,35.0,14.0,11,2016-10-23 19:00:00
23305,952,17,0,22.0,19,9.0,9,2.0,55,,37.0,15.0,11,2016-10-23 19:00:00
23306,952,814,9,11.0,11,8.0,8,4.0,55,,33.0,12.0,11,2016-10-23 19:00:00
23307,952,12,2,19.0,9,7.0,7,6.0,55,,33.0,9.0,11,2016-10-23 19:00:00
23308,952,831,4,55.0,10,6.0,6,8.0,56,5988742.0,33.0,8.0,1,2016-10-23 19:00:00
23309,952,3,0,14.0,12,5.0,5,10.0,56,5986571.0,36.0,10.0,1,2016-10-23 19:00:00
23310,952,19,5,5.0,6,4.0,4,12.0,56,5935752.0,55.0,1.0,1,2016-10-23 19:00:00
23311,952,827,14,9.0,16,14.0,14,0.0,55,,19.0,19.0,11,2016-10-23 19:00:00
23312,952,2,129,6.0,2,2.0,2,18.0,56,5897138.0,34.0,3.0,1,2016-10-23 19:00:00
23313,952,0,129,44.0,1,1.0,1,25.0,56,5892618.0,45.0,4.0,1,2016-10-23 19:00:00
23314,953,824,3,20.0,14,17.0,17,0.0,70,,53.0,7.0,11,2016-10-30 19:00:00
23315,953,825,4,26.0,18,18.0,18,0.0,70,,59.0,14.0,11,2016-10-30 19:00:00
23316,953,820,207,21.0,17,19.0,19,0.0,70,,63.0,10.0,11,2016-10-30 19:00:00
23317,953,831,4,55.0,10,16.0,16,0.0,70,,52.0,19.0,11,2016-10-30 19:00:00
23318,953,838,206,31.0,20,21.0,21,0.0,69,,43.0,21.0,12,2016-10-30 19:00:00
23319,953,835,206,94.0,16,,22,0.0,0,,,0.0,4,2016-10-30 19:00:00
23320,953,153,207,8.0,22,20.0,20,0.0,70,,53.0,8.0,11,2016-10-30 19:00:00
23321,953,830,14,12.0,19,15.0,15,0.0,70,,58.0,15.0,11,2016-10-30 19:00:00
23322,953,816,8,3.0,4,3.0,3,15.0,71,6052260.0,53.0,1.0,1,2016-10-30 19:00:00
23323,953,3,0,14.0,11,13.0,13,0.0,70,,69.0,16.0,11,2016-10-30 19:00:00
23324,953,7,5,7.0,6,6.0,6,8.0,71,6080778.0,47.0,3.0,1,2016-10-30 19:00:00
23325,953,19,5,5.0,7,5.0,5,10.0,71,6058715.0,61.0,2.0,1,2016-10-30 19:00:00
23326,953,2,129,6.0,2,2.0,2,18.0,71,6039756.0,43.0,5.0,1,2016-10-30 19:00:00
23327,953,0,129,44.0,1,1.0,1,25.0,71,6031402.0,66.0,4.0,1,2016-10-30 19:00:00
23328,953,807,9,27.0,5,7.0,7,6.0,71,6090293.0,50.0,9.0,1,2016-10-30 19:00:00
23329,953,829,8,33.0,3,4.0,4,12.0,71,6052725.0,66.0,6.0,1,2016-10-30 19:00:00
23330,953,12,2,19.0,9,9.0,9,2.0,71,6107608.0,64.0,12.0,1,2016-10-30 19:00:00
23331,953,814,9,11.0,12,10.0,10,1.0,71,6108200.0,62.0,13.0,1,2016-10-30 19:00:00
23332,953,827,14,9.0,15,11.0,11,0.0,70,,65.0,18.0,11,2016-10-30 19:00:00
23333,953,17,0,22.0,13,12.0,12,0.0,70,,70.0,17.0,11,2016-10-30 19:00:00
23334,953,821,2,77.0,8,8.0,8,4.0,71,6097014.0,65.0,11.0,1,2016-10-30 19:00:00
23335,953,834,3,30.0,21,14.0,14,0.0,70,,64.0,20.0,11,2016-10-30 19:00:00
23336,954,17,0,22.0,17,16.0,16,0.0,71,10943329.0,38.0,10.0,1,2016-11-13 16:00:00
23337,954,153,207,8.0,7,,22,0.0,0,,,0.0,54,2016-11-13 16:00:00
23338,954,827,14,9.0,20,,21,0.0,11,,11.0,20.0,4,2016-11-13 16:00:00
23339,954,7,5,7.0,3,,20,0.0,19,,12.0,19.0,4,2016-11-13 16:00:00
23340,954,834,3,30.0,16,,19,0.0,20,,11.0,21.0,130,2016-11-13 16:00:00
23341,954,12,2,19.0,13,,18,0.0,46,,39.0,9.0,4,2016-11-13 16:00:00
23342,954,820,207,21.0,12,,17,0.0,60,,43.0,17.0,31,2016-11-13 16:00:00
23343,954,835,206,94.0,19,15.0,15,0.0,71,10921833.0,69.0,18.0,1,2016-11-13 16:00:00
23344,954,825,4,26.0,14,13.0,13,0.0,71,10912527.0,42.0,14.0,1,2016-11-13 16:00:00
23345,954,0,129,44.0,1,1.0,1,25.0,71,10861335.0,44.0,3.0,1,2016-11-13 16:00:00
23346,954,2,129,6.0,2,2.0,2,18.0,71,10872790.0,47.0,6.0,1,2016-11-13 16:00:00
23347,954,824,3,20.0,18,14.0,14,0.0,71,10912890.0,69.0,7.0,1,2016-11-13 16:00:00
23348,954,814,9,11.0,9,4.0,4,12.0,71,10886681.0,41.0,11.0,1,2016-11-13 16:00:00
23349,954,19,5,5.0,5,5.0,5,10.0,71,10887669.0,70.0,5.0,1,2016-11-13 16:00:00
23350,954,831,4,55.0,15,6.0,6,8.0,71,10890495.0,38.0,13.0,1,2016-11-13 16:00:00
23351,954,829,8,33.0,4,3.0,3,15.0,71,10882816.0,67.0,1.0,1,2016-11-13 16:00:00
23352,954,816,8,3.0,6,8.0,8,4.0,71,10891821.0,42.0,2.0,1,2016-11-13 16:00:00
23353,954,830,14,12.0,21,9.0,9,2.0,71,10903955.0,70.0,15.0,1,2016-11-13 16:00:00
23354,954,3,0,14.0,10,10.0,10,1.0,71,10905767.0,70.0,12.0,1,2016-11-13 16:00:00
23355,954,821,2,77.0,11,11.0,11,0.0,71,10906627.0,70.0,4.0,1,2016-11-13 16:00:00
23356,954,838,206,31.0,22,12.0,12,0.0,71,10907144.0,47.0,16.0,1,2016-11-13 16:00:00
23357,954,807,9,27.0,8,7.0,7,6.0,71,10891162.0,69.0,8.0,1,2016-11-13 16:00:00
23358,955,830,14,12.0,19,16.0,16,0.0,54,,44.0,17.0,11,2016-11-27 13:00:00
23359,955,824,3,20.0,18,,22,0.0,5,,4.0,20.0,22,2016-11-27 13:00:00
23360,955,821,2,77.0,11,,21,0.0,6,,4.0,19.0,22,2016-11-27 13:00:00
23361,955,17,0,22.0,12,,20,0.0,12,,4.0,22.0,22,2016-11-27 13:00:00
23362,955,825,4,26.0,17,,19,0.0,14,,13.0,21.0,6,2016-11-27 13:00:00
23363,955,831,4,55.0,21,,18,0.0,41,,30.0,18.0,130,2016-11-27 13:00:00
23364,955,834,3,30.0,15,17.0,17,0.0,54,,46.0,11.0,11,2016-11-27 13:00:00
23365,955,827,14,9.0,22,15.0,15,0.0,54,,40.0,16.0,11,2016-11-27 13:00:00
23366,955,3,0,14.0,9,10.0,10,1.0,55,5943909.0,50.0,2.0,1,2016-11-27 13:00:00
23367,955,838,206,31.0,20,13.0,13,0.0,54,,46.0,15.0,11,2016-11-27 13:00:00
23368,955,0,129,44.0,1,1.0,1,25.0,55,5884013.0,37.0,5.0,1,2016-11-27 13:00:00
23369,955,2,129,6.0,2,2.0,2,18.0,55,5884452.0,33.0,9.0,1,2016-11-27 13:00:00
23370,955,19,5,5.0,5,3.0,3,15.0,55,5884856.0,43.0,1.0,1,2016-11-27 13:00:00
23371,955,829,8,33.0,6,4.0,4,12.0,55,5885698.0,36.0,7.0,1,2016-11-27 13:00:00
23372,955,816,8,3.0,3,5.0,5,10.0,55,5889328.0,29.0,3.0,1,2016-11-27 13:00:00
23373,955,7,5,7.0,4,6.0,6,8.0,55,5902829.0,35.0,6.0,1,2016-11-27 13:00:00
23374,955,835,206,94.0,16,14.0,14,0.0,54,,26.0,14.0,11,2016-11-27 13:00:00
23375,955,807,9,27.0,7,7.0,7,6.0,55,5934127.0,31.0,13.0,1,2016-11-27 13:00:00
23376,955,820,207,21.0,13,12.0,12,0.0,55,5979126.0,45.0,12.0,1,2016-11-27 13:00:00
23377,955,153,207,8.0,14,11.0,11,0.0,55,5960790.0,45.0,4.0,1,2016-11-27 13:00:00
23378,955,12,2,19.0,10,9.0,9,2.0,55,5943449.0,33.0,10.0,1,2016-11-27 13:00:00
23379,955,814,9,11.0,8,8.0,8,4.0,55,5942789.0,30.0,8.0,1,2016-11-27 13:00:00
23380,956,821,129,77.0,3,3.0,3,15.0,57,5062922.0,56.0,2.0,1,2017-03-26 05:00:00
23381,956,19,5,5.0,2,1.0,1,25.0,57,5051672.0,53.0,3.0,1,2017-03-26 05:00:00
23382,956,0,129,44.0,1,2.0,2,18.0,57,5061647.0,44.0,6.0,1,2017-03-26 05:00:00
23383,956,153,207,8.0,6,,20,0.0,13,,12.0,18.0,47,2017-03-26 05:00:00
23384,956,834,3,30.0,19,,19,0.0,15,,6.0,20.0,23,2017-03-26 05:00:00
23385,956,816,8,3.0,0,,17,0.0,25,,21.0,16.0,131,2017-03-26 05:00:00
23386,956,839,2,18.0,20,,16,0.0,40,,38.0,14.0,23,2017-03-26 05:00:00
23387,956,824,207,20.0,17,,15,0.0,46,,46.0,7.0,22,2017-03-26 05:00:00
23388,956,827,14,9.0,14,,18,0.0,21,,18.0,19.0,9,2017-03-26 05:00:00
23389,956,837,0,2.0,18,13.0,13,0.0,55,,53.0,15.0,12,2017-03-26 05:00:00
23390,956,7,5,7.0,4,4.0,4,12.0,57,5074065.0,56.0,1.0,1,2017-03-26 05:00:00
23391,956,829,8,33.0,5,5.0,5,10.0,57,5080499.0,43.0,5.0,1,2017-03-26 05:00:00
23392,956,3,0,14.0,12,,14,0.0,50,,48.0,17.0,76,2017-03-26 05:00:00
23393,956,814,9,11.0,10,7.0,7,6.0,56,,56.0,10.0,11,2017-03-26 05:00:00
23394,956,831,4,55.0,8,8.0,8,4.0,56,,53.0,8.0,11,2017-03-26 05:00:00
23395,956,12,2,19.0,7,6.0,6,8.0,57,5135058.0,49.0,9.0,1,2017-03-26 05:00:00
23396,956,838,9,31.0,13,10.0,10,1.0,56,,55.0,11.0,11,2017-03-26 05:00:00
23397,956,807,3,27.0,11,11.0,11,0.0,56,,55.0,12.0,11,2017-03-26 05:00:00
23398,956,840,14,36.0,16,12.0,12,0.0,55,,51.0,13.0,12,2017-03-26 05:00:00
23399,956,825,4,26.0,9,9.0,9,2.0,56,,51.0,4.0,11,2017-03-26 05:00:00
23400,957,827,14,9.0,14,15.0,15,0.0,55,,50.0,16.0,11,2017-04-09 06:00:00
23401,957,839,2,18.0,10,,20,0.0,0,,,0.0,4,2017-04-09 06:00:00
23402,957,840,14,36.0,18,,19,0.0,3,,,0.0,3,2017-04-09 06:00:00
23403,957,837,0,2.0,15,,18,0.0,17,,15.0,18.0,32,2017-04-09 06:00:00
23404,957,825,4,26.0,9,,17,0.0,18,,18.0,17.0,9,2017-04-09 06:00:00
23405,957,3,0,14.0,13,,16,0.0,33,,31.0,15.0,30,2017-04-09 06:00:00
23406,957,12,2,19.0,6,14.0,14,0.0,55,,50.0,5.0,11,2017-04-09 06:00:00
23407,957,824,207,20.0,12,8.0,8,4.0,55,,35.0,11.0,11,2017-04-09 06:00:00
23408,957,807,3,27.0,7,12.0,12,0.0,55,,36.0,13.0,11,2017-04-09 06:00:00
23409,957,0,129,44.0,1,1.0,1,25.0,56,5856158.0,44.0,1.0,1,2017-04-09 06:00:00
23410,957,19,5,5.0,2,2.0,2,18.0,56,5862408.0,40.0,2.0,1,2017-04-09 06:00:00
23411,957,834,3,30.0,20,13.0,13,0.0,55,,47.0,14.0,11,2017-04-09 06:00:00
23412,957,816,8,3.0,5,4.0,4,12.0,56,5902193.0,36.0,8.0,1,2017-04-09 06:00:00
23413,957,7,5,7.0,4,5.0,5,10.0,56,5904234.0,42.0,4.0,1,2017-04-09 06:00:00
23414,957,829,8,33.0,16,3.0,3,15.0,56,5901350.0,31.0,7.0,1,2017-04-09 06:00:00
23415,957,831,4,55.0,11,7.0,7,6.0,56,5929051.0,30.0,10.0,1,2017-04-09 06:00:00
23416,957,814,9,11.0,8,9.0,9,2.0,55,,55.0,6.0,11,2017-04-09 06:00:00
23417,957,838,9,31.0,17,10.0,10,1.0,55,,55.0,9.0,11,2017-04-09 06:00:00
23418,957,153,207,8.0,19,11.0,11,0.0,55,,50.0,12.0,11,2017-04-09 06:00:00
23419,957,821,129,77.0,3,6.0,6,8.0,56,5904966.0,41.0,3.0,1,2017-04-09 06:00:00
23420,958,827,14,9.0,19,,15,0.0,50,,35.0,10.0,6,2017-04-16 15:00:00
23421,958,837,0,2.0,17,,20,0.0,0,,,0.0,131,2017-04-16 15:00:00
23422,958,824,207,20.0,20,,19,0.0,8,,6.0,19.0,10,2017-04-16 15:00:00
23423,958,829,8,33.0,6,,18,0.0,11,,4.0,16.0,23,2017-04-16 15:00:00
23424,958,839,2,18.0,12,,17,0.0,12,,10.0,15.0,4,2017-04-16 15:00:00
23425,958,831,4,55.0,16,,16,0.0,12,,8.0,18.0,4,2017-04-16 15:00:00
23426,958,3,0,14.0,15,14.0,14,0.0,54,,47.0,14.0,131,2017-04-16 15:00:00
23427,958,816,8,3.0,4,5.0,5,10.0,57,5672720.0,42.0,2.0,1,2017-04-16 15:00:00
23428,958,825,4,26.0,11,12.0,12,0.0,56,,45.0,9.0,11,2017-04-16 15:00:00
23429,958,0,129,44.0,2,2.0,2,18.0,57,5640034.0,46.0,1.0,1,2017-04-16 15:00:00
23430,958,821,129,77.0,1,3.0,3,15.0,57,5653771.0,33.0,5.0,1,2017-04-16 15:00:00
23431,958,7,5,7.0,5,4.0,4,12.0,57,5655849.0,55.0,3.0,1,2017-04-16 15:00:00
23432,958,12,2,19.0,8,6.0,6,8.0,57,5687700.0,39.0,6.0,1,2017-04-16 15:00:00
23433,958,834,3,30.0,10,13.0,13,0.0,56,,43.0,13.0,11,2017-04-16 15:00:00
23434,958,19,5,5.0,3,1.0,1,25.0,57,5633374.0,36.0,4.0,1,2017-04-16 15:00:00
23435,958,835,14,94.0,13,11.0,11,0.0,56,,43.0,17.0,11,2017-04-16 15:00:00
23436,958,838,9,31.0,14,10.0,10,1.0,57,5729085.0,39.0,11.0,1,2017-04-16 15:00:00
