constructorResultsId,raceId,constructorId,points,date
10893,951,8,26.0,2016-10-09 05:00:00
10894,951,129,40.0,2016-10-09 05:00:00
10895,951,2,3.0,2016-10-09 05:00:00
10896,952,14,0.0,2016-10-23 19:00:00
10897,952,3,0.0,2016-10-23 19:00:00
10898,952,207,1.0,2016-10-23 19:00:00
10899,952,9,4.0,2016-10-23 19:00:00
10900,952,2,6.0,2016-10-23 19:00:00
10901,952,206,0.0,2016-10-23 19:00:00
10902,952,0,12.0,2016-10-23 19:00:00
10903,952,5,12.0,2016-10-23 19:00:00
10904,952,8,15.0,2016-10-23 19:00:00
10905,952,129,43.0,2016-10-23 19:00:00
10906,952,4,8.0,2016-10-23 19:00:00
10907,953,206,0.0,2016-10-30 19:00:00
10908,953,207,0.0,2016-10-30 19:00:00
10909,953,4,0.0,2016-10-30 19:00:00
10910,953,3,0.0,2016-10-30 19:00:00
10911,953,0,0.0,2016-10-30 19:00:00
10912,953,14,0.0,2016-10-30 19:00:00
10913,953,2,6.0,2016-10-30 19:00:00
10914,953,8,27.0,2016-10-30 19:00:00
10915,953,5,18.0,2016-10-30 19:00:00
10916,953,129,43.0,2016-10-30 19:00:00
10917,953,9,7.0,2016-10-30 19:00:00
10918,954,207,0.0,2016-11-13 16:00:00
10919,954,0,1.0,2016-11-13 16:00:00
10920,954,3,0.0,2016-11-13 16:00:00
10921,954,206,0.0,2016-11-13 16:00:00
10922,954,2,0.0,2016-11-13 16:00:00
10923,954,14,2.0,2016-11-13 16:00:00
10924,954,9,18.0,2016-11-13 16:00:00
10925,954,5,10.0,2016-11-13 16:00:00
10926,954,8,19.0,2016-11-13 16:00:00
10927,954,129,43.0,2016-11-13 16:00:00
10928,954,4,8.0,2016-11-13 16:00:00
10929,955,4,0.0,2016-11-27 13:00:00
10930,955,3,0.0,2016-11-27 13:00:00
10931,955,14,0.0,2016-11-27 13:00:00
10932,955,206,0.0,2016-11-27 13:00:00
10933,955,207,0.0,2016-11-27 13:00:00
10934,955,0,1.0,2016-11-27 13:00:00
10935,955,2,2.0,2016-11-27 13:00:00
10936,955,9,10.0,2016-11-27 13:00:00
10937,955,8,22.0,2016-11-27 13:00:00
10938,955,5,23.0,2016-11-27 13:00:00
10939,955,129,43.0,2016-11-27 13:00:00
10940,956,207,0.0,2017-03-26 05:00:00
10941,956,14,0.0,2017-03-26 05:00:00
10942,956,3,0.0,2017-03-26 05:00:00
10943,956,4,6.0,2017-03-26 05:00:00
10944,956,9,7.0,2017-03-26 05:00:00
10945,956,0,0.0,2017-03-26 05:00:00
10946,956,8,10.0,2017-03-26 05:00:00
10947,956,129,33.0,2017-03-26 05:00:00
10948,956,5,37.0,2017-03-26 05:00:00
10949,956,2,8.0,2017-03-26 05:00:00
10950,957,14,0.0,2017-04-09 06:00:00
10951,957,2,0.0,2017-04-09 06:00:00
10952,957,3,0.0,2017-04-09 06:00:00
10953,957,9,3.0,2017-04-09 06:00:00
10954,957,207,4.0,2017-04-09 06:00:00
10955,957,0,0.0,2017-04-09 06:00:00
10956,957,8,27.0,2017-04-09 06:00:00
10957,957,5,28.0,2017-04-09 06:00:00
10958,957,129,33.0,2017-04-09 06:00:00
10959,957,4,6.0,2017-04-09 06:00:00
10960,958,0,0.0,2017-04-16 15:00:00
10961,958,4,0.0,2017-04-16 15:00:00
10962,958,14,0.0,2017-04-16 15:00:00
10963,958,3,2.0,2017-04-16 15:00:00
10964,958,207,4.0,2017-04-16 15:00:00
10965,958,9,7.0,2017-04-16 15:00:00
10966,958,8,10.0,2017-04-16 15:00:00
10967,958,129,33.0,2017-04-16 15:00:00
10968,958,5,37.0,2017-04-16 15:00:00
10969,958,2,8.0,2017-04-16 15:00:00
10970,959,0,0.0,2017-04-30 12:00:00
10971,959,4,1.0,2017-04-30 12:00:00
10972,959,14,0.0,2017-04-30 12:00:00
10973,959,207,0.0,2017-04-30 12:00:00
10974,959,2,2.0,2017-04-30 12:00:00
10975,959,129,37.0,2017-04-30 12:00:00
10976,959,9,14.0,2017-04-30 12:00:00
10977,959,5,33.0,2017-04-30 12:00:00
10978,959,3,4.0,2017-04-30 12:00:00
10979,959,8,10.0,2017-04-30 12:00:00
10980,960,129,25.0,2017-05-14 12:00:00
10981,960,5,18.0,2017-05-14 12:00:00
10982,960,8,15.0,2017-05-14 12:00:00
10983,960,9,22.0,2017-05-14 12:00:00
10984,960,3,8.0,2017-05-14 12:00:00
10985,960,4,8.0,2017-05-14 12:00:00
10986,960,14,4.0,2017-05-14 12:00:00
10987,960,207,1.0,2017-05-14 12:00:00
10988,960,0,0.0,2017-05-14 12:00:00
10989,960,2,0.0,2017-05-14 12:00:00
10990,961,14,0.0,2017-05-28 12:00:00
10991,961,0,0.0,2017-05-28 12:00:00
10992,961,9,0.0,2017-05-28 12:00:00
10993,961,3,0.0,2017-05-28 12:00:00
10994,961,2,2.0,2017-05-28 12:00:00
10995,961,5,43.0,2017-05-28 12:00:00
10996,961,4,8.0,2017-05-28 12:00:00
10997,961,129,18.0,2017-05-28 12:00:00
10998,961,8,25.0,2017-05-28 12:00:00
10999,961,207,5.0,2017-05-28 12:00:00
11000,962,207,1.0,2017-06-11 18:00:00
11001,962,0,0.0,2017-06-11 18:00:00
11002,962,14,0.0,2017-06-11 18:00:00
11003,962,4,0.0,2017-06-11 18:00:00
11004,962,2,2.0,2017-06-11 18:00:00
11005,962,8,15.0,2017-06-11 18:00:00
11006,962,9,18.0,2017-06-11 18:00:00
11007,962,5,18.0,2017-06-11 18:00:00
11008,962,129,43.0,2017-06-11 18:00:00
11009,962,3,4.0,2017-06-11 18:00:00
11010,963,3,0.0,2017-06-25 13:00:00
11011,963,14,1.0,2017-06-25 13:00:00
11012,963,0,2.0,2017-06-25 13:00:00
11013,963,4,4.0,2017-06-25 13:00:00
11014,963,207,6.0,2017-06-25 13:00:00
11015,963,9,8.0,2017-06-25 13:00:00
11016,963,2,15.0,2017-06-25 13:00:00
11017,963,129,28.0,2017-06-25 13:00:00
11018,963,8,25.0,2017-06-25 13:00:00
11019,963,5,12.0,2017-06-25 13:00:00
11020,964,14,0.0,2017-07-09 12:00:00
11021,964,9,10.0,2017-07-09 12:00:00
11022,964,0,0.0,2017-07-09 12:00:00
11023,964,3,0.0,2017-07-09 12:00:00
11024,964,2,3.0,2017-07-09 12:00:00
11025,964,4,0.0,2017-07-09 12:00:00
11026,964,207,8.0,2017-07-09 12:00:00
11027,964,5,28.0,2017-07-09 12:00:00
11028,964,129,37.0,2017-07-09 12:00:00
11029,964,8,15.0,2017-07-09 12:00:00
11030,965,4,0.0,2017-07-16 12:00:00
11031,965,14,0.0,2017-07-16 12:00:00
11032,965,207,0.0,2017-07-16 12:00:00
11033,965,0,0.0,2017-07-16 12:00:00
11034,965,2,1.0,2017-07-16 12:00:00
11035,965,9,6.0,2017-07-16 12:00:00
11036,965,3,8.0,2017-07-16 12:00:00
11037,965,8,22.0,2017-07-16 12:00:00
11038,965,5,21.0,2017-07-16 12:00:00
11039,965,129,43.0,2017-07-16 12:00:00
11040,966,207,0.0,2017-07-30 12:00:00
11041,966,14,0.0,2017-07-30 12:00:00
11042,966,3,0.0,2017-07-30 12:00:00
11043,966,9,6.0,2017-07-30 12:00:00
11044,966,4,6.0,2017-07-30 12:00:00
11045,966,2,0.0,2017-07-30 12:00:00
11046,966,8,10.0,2017-07-30 12:00:00
11047,966,129,27.0,2017-07-30 12:00:00
11048,966,5,43.0,2017-07-30 12:00:00
11049,966,0,9.0,2017-07-30 12:00:00
11050,967,14,0.0,2017-08-27 12:00:00
11051,967,4,1.0,2017-08-27 12:00:00
11052,967,9,2.0,2017-08-27 12:00:00
11053,967,2,4.0,2017-08-27 12:00:00
11054,967,207,6.0,2017-08-27 12:00:00
11055,967,0,0.0,2017-08-27 12:00:00
11056,967,8,15.0,2017-08-27 12:00:00
11057,967,5,30.0,2017-08-27 12:00:00
11058,967,129,35.0,2017-08-27 12:00:00
11059,967,3,8.0,2017-08-27 12:00:00
11060,968,0,0.0,2017-09-03 12:00:00
11061,968,14,0.0,2017-09-03 12:00:00
11062,968,3,0.0,2017-09-03 12:00:00
11063,968,4,0.0,2017-09-03 12:00:00
11064,968,207,0.0,2017-09-03 12:00:00
11065,968,2,10.0,2017-09-03 12:00:00
11066,968,9,10.0,2017-09-03 12:00:00
11067,968,5,25.0,2017-09-03 12:00:00
11068,968,129,43.0,2017-09-03 12:00:00
11069,968,8,13.0,2017-09-03 12:00:00
11070,969,5,0.0,2017-09-17 12:00:00
11071,969,0,6.0,2017-09-17 12:00:00
11072,969,14,0.0,2017-09-17 12:00:00
11073,969,207,2.0,2017-09-17 12:00:00
11074,969,3,8.0,2017-09-17 12:00:00
11075,969,2,4.0,2017-09-17 12:00:00
11076,969,4,12.0,2017-09-17 12:00:00
11077,969,8,18.0,2017-09-17 12:00:00
11078,969,129,40.0,2017-09-17 12:00:00
11079,969,9,11.0,2017-09-17 12:00:00
11080,970,14,0.0,2017-10-01 07:00:00
11081,970,3,0.0,2017-10-01 07:00:00
11082,970,4,0.0,2017-10-01 07:00:00
11083,970,207,0.0,2017-10-01 07:00:00
11084,970,2,6.0,2017-10-01 07:00:00
11085,970,0,6.0,2017-10-01 07:00:00
11086,970,9,9.0,2017-10-01 07:00:00
11087,970,5,12.0,2017-10-01 07:00:00
11088,970,129,28.0,2017-10-01 07:00:00
11089,970,8,40.0,2017-10-01 07:00:00
11090,971,3,0.0,2017-10-08 05:00:00
11091,971,14,0.0,2017-10-08 05:00:00
11092,971,0,0.0,2017-10-08 05:00:00
11093,971,2,1.0,2017-10-08 05:00:00
11094,971,207,6.0,2017-10-08 05:00:00
11095,971,4,0.0,2017-10-08 05:00:00
11096,971,5,10.0,2017-10-08 05:00:00
11097,971,8,33.0,2017-10-08 05:00:00
11098,971,129,37.0,2017-10-08 05:00:00
11099,971,9,14.0,2017-10-08 05:00:00
11100,972,14,0.0,2017-10-22 19:00:00
11101,972,0,0.0,2017-10-22 19:00:00
11102,972,4,1.0,2017-10-22 19:00:00
11103,972,2,2.0,2017-10-22 19:00:00
11104,972,3,6.0,2017-10-22 19:00:00
11105,972,207,0.0,2017-10-22 19:00:00
11106,972,8,12.0,2017-10-22 19:00:00
11107,972,5,33.0,2017-10-22 19:00:00
11108,972,129,35.0,2017-10-22 19:00:00
11109,972,9,12.0,2017-10-22 19:00:00
11110,973,3,0.0,2017-10-29 19:00:00
11111,973,14,0.0,2017-10-29 19:00:00
11112,973,4,0.0,2017-10-29 19:00:00
11113,973,0,1.0,2017-10-29 19:00:00
11114,973,207,4.0,2017-10-29 19:00:00
11115,973,2,8.0,2017-10-29 19:00:00
11116,973,9,16.0,2017-10-29 19:00:00
11117,973,129,20.0,2017-10-29 19:00:00
11118,973,8,25.0,2017-10-29 19:00:00
11119,973,5,27.0,2017-10-29 19:00:00
11120,974,14,0.0,2017-11-12 16:00:00
11121,974,9,2.0,2017-11-12 16:00:00
11122,974,207,0.0,2017-11-12 16:00:00
11123,974,4,0.0,2017-11-12 16:00:00
11124,974,3,1.0,2017-11-12 16:00:00
11125,974,0,4.0,2017-11-12 16:00:00
11126,974,2,6.0,2017-11-12 16:00:00
11127,974,8,18.0,2017-11-12 16:00:00
11128,974,129,30.0,2017-11-12 16:00:00
11129,974,5,40.0,2017-11-12 16:00:00
11130,975,4,0.0,2017-11-26 13:00:00
11131,975,14,0.0,2017-11-26 13:00:00
11132,975,207,0.0,2017-11-26 13:00:00
11133,975,2,1.0,2017-11-26 13:00:00
11134,975,0,2.0,2017-11-26 13:00:00
11135,975,9,10.0,2017-11-26 13:00:00
11136,975,3,8.0,2017-11-26 13:00:00
11137,975,8,10.0,2017-11-26 13:00:00
11138,975,5,27.0,2017-11-26 13:00:00
11139,975,129,43.0,2017-11-26 13:00:00
11140,976,2,0.0,2018-03-25 05:10:00
11141,976,4,0.0,2018-03-25 05:10:00
11142,976,14,0.0,2018-03-25 05:10:00
11143,976,9,0.0,2018-03-25 05:10:00
11144,976,3,7.0,2018-03-25 05:10:00
11145,976,207,0.0,2018-03-25 05:10:00
11146,976,8,20.0,2018-03-25 05:10:00
11147,976,129,22.0,2018-03-25 05:10:00
11148,976,5,40.0,2018-03-25 05:10:00
11149,976,0,12.0,2018-03-25 05:10:00
11150,977,8,0.0,2018-04-08 15:10:00
11151,977,9,1.0,2018-04-08 15:10:00
11152,977,14,2.0,2018-04-08 15:10:00
11153,977,0,10.0,2018-04-08 15:10:00
11154,977,3,8.0,2018-04-08 15:10:00
11155,977,2,0.0,2018-04-08 15:10:00
11156,977,4,12.0,2018-04-08 15:10:00
11157,977,129,33.0,2018-04-08 15:10:00
11158,977,5,25.0,2018-04-08 15:10:00
11159,977,207,10.0,2018-04-08 15:10:00
11160,978,4,0.0,2018-04-15 06:10:00
11161,978,14,0.0,2018-04-15 06:10:00
11162,978,2,0.0,2018-04-15 06:10:00
11163,978,9,0.0,2018-04-15 06:10:00
11164,978,207,1.0,2018-04-15 06:10:00
11165,978,0,6.0,2018-04-15 06:10:00
11166,978,3,10.0,2018-04-15 06:10:00
11167,978,129,30.0,2018-04-15 06:10:00
11168,978,8,35.0,2018-04-15 06:10:00
11169,978,5,19.0,2018-04-15 06:10:00
11170,979,8,0.0,2018-04-29 12:10:00
11171,979,207,0.0,2018-04-29 12:10:00
11172,979,0,8.0,2018-04-29 12:10:00
11173,979,4,1.0,2018-04-29 12:10:00
11174,979,2,4.0,2018-04-29 12:10:00
11175,979,14,8.0,2018-04-29 12:10:00
11176,979,3,10.0,2018-04-29 12:10:00
11177,979,9,15.0,2018-04-29 12:10:00
11178,979,5,30.0,2018-04-29 12:10:00
11179,979,129,25.0,2018-04-29 12:10:00
11180,980,4,0.0,2018-05-13 13:10:00
11181,980,2,0.0,2018-05-13 13:10:00
11182,980,14,1.0,2018-05-13 13:10:00
11183,980,9,2.0,2018-05-13 13:10:00
11184,980,0,4.0,2018-05-13 13:10:00
11185,980,3,6.0,2018-05-13 13:10:00
11186,980,207,8.0,2018-05-13 13:10:00
11187,980,5,12.0,2018-05-13 13:10:00
11188,980,8,25.0,2018-05-13 13:10:00
11189,980,129,43.0,2018-05-13 13:10:00
11190,981,207,0.0,2018-05-27 13:10:00
11191,981,0,0.0,2018-05-27 13:10:00
11192,981,14,0.0,2018-05-27 13:10:00
11193,981,3,5.0,2018-05-27 13:10:00
11194,981,4,6.0,2018-05-27 13:10:00
11195,981,2,0.0,2018-05-27 13:10:00
11196,981,129,25.0,2018-05-27 13:10:00
11197,981,5,30.0,2018-05-27 13:10:00
11198,981,8,27.0,2018-05-27 13:10:00
11199,981,9,8.0,2018-05-27 13:10:00
11200,982,2,0.0,2018-06-10 18:10:00
11201,982,207,0.0,2018-06-10 18:10:00
11202,982,4,0.0,2018-06-10 18:10:00
11203,982,14,1.0,2018-06-10 18:10:00
11204,982,9,2.0,2018-06-10 18:10:00
11205,982,0,0.0,2018-06-10 18:10:00
11206,982,8,27.0,2018-06-10 18:10:00
11207,982,129,28.0,2018-06-10 18:10:00
11208,982,5,33.0,2018-06-10 18:10:00
11209,982,3,10.0,2018-06-10 18:10:00
11210,983,9,0.0,2018-06-24 14:10:00
11211,983,2,0.0,2018-06-24 14:10:00
11212,983,4,0.0,2018-06-24 14:10:00
11213,983,0,0.0,2018-06-24 14:10:00
11214,983,14,1.0,2018-06-24 14:10:00
11215,983,3,6.0,2018-06-24 14:10:00
11216,983,207,8.0,2018-06-24 14:10:00
11217,983,8,30.0,2018-06-24 14:10:00
11218,983,129,31.0,2018-06-24 14:10:00
11219,983,5,25.0,2018-06-24 14:10:00
11220,984,2,0.0,2018-07-01 13:10:00
11221,984,129,0.0,2018-07-01 13:10:00
11222,984,14,3.0,2018-07-01 13:10:00
11223,984,3,0.0,2018-07-01 13:10:00
11224,984,4,0.0,2018-07-01 13:10:00
11225,984,0,4.0,2018-07-01 13:10:00
11226,984,9,14.0,2018-07-01 13:10:00
11227,984,207,22.0,2018-07-01 13:10:00
11228,984,5,33.0,2018-07-01 13:10:00
11229,984,8,25.0,2018-07-01 13:10:00
11230,985,14,0.0,2018-07-08 13:10:00
11231,985,4,0.0,2018-07-08 13:10:00
11232,985,2,0.0,2018-07-08 13:10:00
11233,985,207,2.0,2018-07-08 13:10:00
11234,985,0,4.0,2018-07-08 13:10:00
11235,985,9,7.0,2018-07-08 13:10:00
11236,985,3,8.0,2018-07-08 13:10:00
11237,985,8,10.0,2018-07-08 13:10:00
11238,985,129,30.0,2018-07-08 13:10:00
11239,985,5,40.0,2018-07-08 13:10:00
11240,986,4,1.0,2018-07-22 13:10:00
11241,986,2,0.0,2018-07-22 13:10:00
11242,986,14,2.0,2018-07-22 13:10:00
11243,986,9,10.0,2018-07-22 13:10:00
11244,986,207,8.0,2018-07-22 13:10:00
11245,986,0,0.0,2018-07-22 13:10:00
11246,986,8,12.0,2018-07-22 13:10:00
11247,986,5,15.0,2018-07-22 13:10:00
11248,986,129,43.0,2018-07-22 13:10:00
11249,986,3,10.0,2018-07-22 13:10:00
11250,987,2,0.0,2018-07-29 13:10:00
11251,987,9,0.0,2018-07-29 13:10:00
11252,987,3,2.0,2018-07-29 13:10:00
11253,987,0,4.0,2018-07-29 13:10:00
11254,987,207,7.0,2018-07-29 13:10:00
11255,987,14,0.0,2018-07-29 13:10:00
11256,987,8,12.0,2018-07-29 13:10:00
11257,987,5,33.0,2018-07-29 13:10:00
11258,987,129,35.0,2018-07-29 13:10:00
11259,987,4,8.0,2018-07-29 13:10:00
11260,988,0,0.0,2018-08-26 13:10:00
11261,988,2,0.0,2018-08-26 13:10:00
11262,988,3,0.0,2018-08-26 13:10:00
11263,988,14,1.0,2018-08-26 13:10:00
11264,988,4,2.0,2018-08-26 13:10:00
11265,988,207,10.0,2018-08-26 13:10:00
11266,988,9,18.0,2018-08-26 13:10:00
11267,988,129,30.0,2018-08-26 13:10:00
11268,988,5,25.0,2018-08-26 13:10:00
11269,988,8,15.0,2018-08-26 13:10:00
11270,989,14,0.0,2018-09-02 13:10:00
11271,989,3,4.0,2018-09-02 13:10:00
11272,989,4,0.0,2018-09-02 13:10:00
11273,989,2,3.0,2018-09-02 13:10:00
11274,989,9,14.0,2018-09-02 13:10:00
11275,989,0,0.0,2018-09-02 13:10:00
11276,989,8,10.0,2018-09-02 13:10:00
11277,989,5,30.0,2018-09-02 13:10:00
11278,989,129,40.0,2018-09-02 13:10:00
11279,989,207,0.0,2018-09-02 13:10:00
11280,990,9,0.0,2018-09-16 12:10:00
11281,990,2,0.0,2018-09-16 12:10:00
11282,990,4,0.0,2018-09-16 12:10:00
11283,990,14,2.0,2018-09-16 12:10:00
11284,990,3,5.0,2018-09-16 12:10:00
11285,990,207,0.0,2018-09-16 12:10:00
11286,990,5,25.0,2018-09-16 12:10:00
11287,990,8,26.0,2018-09-16 12:10:00
11288,990,129,37.0,2018-09-16 12:10:00
11289,990,0,6.0,2018-09-16 12:10:00
11290,991,4,0.0,2018-09-30 11:10:00
11291,991,2,0.0,2018-09-30 11:10:00
11292,991,0,0.0,2018-09-30 11:10:00
11293,991,3,0.0,2018-09-30 11:10:00
11294,991,9,3.0,2018-09-30 11:10:00
11295,991,207,4.0,2018-09-30 11:10:00
11296,991,14,6.0,2018-09-30 11:10:00
11297,991,5,27.0,2018-09-30 11:10:00
11298,991,129,43.0,2018-09-30 11:10:00
11299,991,8,18.0,2018-09-30 11:10:00
11300,992,2,0.0,2018-10-07 05:10:00
11301,992,3,1.0,2018-10-07 05:10:00
11302,992,0,0.0,2018-10-07 05:10:00
11303,992,14,0.0,2018-10-07 05:10:00
11304,992,4,0.0,2018-10-07 05:10:00
11305,992,207,4.0,2018-10-07 05:10:00
11306,992,9,8.0,2018-10-07 05:10:00
11307,992,5,18.0,2018-10-07 05:10:00
11308,992,8,27.0,2018-10-07 05:10:00
11309,992,129,43.0,2018-10-07 05:10:00
11310,993,2,0.0,2018-10-21 18:10:00
11311,993,14,1.0,2018-10-21 18:10:00
11312,993,4,2.0,2018-10-21 18:10:00
11313,993,207,0.0,2018-10-21 18:10:00
11314,993,9,4.0,2018-10-21 18:10:00
11315,993,0,0.0,2018-10-21 18:10:00
11316,993,129,25.0,2018-10-21 18:10:00
11317,993,8,18.0,2018-10-21 18:10:00
11318,993,5,37.0,2018-10-21 18:10:00
11319,993,3,14.0,2018-10-21 18:10:00
11320,994,207,0.0,2018-10-28 19:10:00
11321,994,2,0.0,2018-10-28 19:10:00
11322,994,9,0.0,2018-10-28 19:10:00
11323,994,4,1.0,2018-10-28 19:10:00
11324,994,0,4.0,2018-10-28 19:10:00
11325,994,3,8.0,2018-10-28 19:10:00
11326,994,129,22.0,2018-10-28 19:10:00
11327,994,5,33.0,2018-10-28 19:10:00
11328,994,8,25.0,2018-10-28 19:10:00
11329,994,14,8.0,2018-10-28 19:10:00
11330,995,4,0.0,2018-11-11 17:10:00
11331,995,2,0.0,2018-11-11 17:10:00
11332,995,0,0.0,2018-11-11 17:10:00
11333,995,3,0.0,2018-11-11 17:10:00
11334,995,9,1.0,2018-11-11 17:10:00
11335,995,129,35.0,2018-11-11 17:10:00
11336,995,14,6.0,2018-11-11 17:10:00
11337,995,5,23.0,2018-11-11 17:10:00
11338,995,8,30.0,2018-11-11 17:10:00
11339,995,207,6.0,2018-11-11 17:10:00
11340,996,2,0.0,2018-11-25 13:10:00
11341,996,4,0.0,2018-11-25 13:10:00
11342,996,0,0.0,2018-11-25 13:10:00
11343,996,207,3.0,2018-11-25 13:10:00
11344,996,9,4.0,2018-11-25 13:10:00
11345,996,3,8.0,2018-11-25 13:10:00
11346,996,8,27.0,2018-11-25 13:10:00
11347,996,5,18.0,2018-11-25 13:10:00
11348,996,129,35.0,2018-11-25 13:10:00
11349,996,14,6.0,2018-11-25 13:10:00
11350,997,208,2.0,2019-03-17 05:10:00
11351,997,2,0.0,2019-03-17 05:10:00
11352,997,0,0.0,2019-03-17 05:10:00
11353,997,4,1.0,2019-03-17 05:10:00
11354,997,49,4.0,2019-03-17 05:10:00
11355,997,129,44.0,2019-03-17 05:10:00
11356,997,207,8.0,2019-03-17 05:10:00
11357,997,5,22.0,2019-03-17 05:10:00
11358,997,8,15.0,2019-03-17 05:10:00
11359,997,3,6.0,2019-03-17 05:10:00
11360,998,207,0.0,2019-03-31 15:10:00
11361,998,4,2.0,2019-03-31 15:10:00
11362,998,3,0.0,2019-03-31 15:10:00
11363,998,2,0.0,2019-03-31 15:10:00
11364,998,208,1.0,2019-03-31 15:10:00
11365,998,129,43.0,2019-03-31 15:10:00
11366,998,0,8.0,2019-03-31 15:10:00
11367,998,8,16.0,2019-03-31 15:10:00
11368,998,5,26.0,2019-03-31 15:10:00
11369,998,49,6.0,2019-03-31 15:10:00
11370,999,2,0.0,2019-04-14 06:10:00
11371,999,0,0.0,2019-04-14 06:10:00
11372,999,207,0.0,2019-04-14 06:10:00
11373,999,4,1.0,2019-04-14 06:10:00
11374,999,49,2.0,2019-04-14 06:10:00
11375,999,3,6.0,2019-04-14 06:10:00
11376,999,8,21.0,2019-04-14 06:10:00
11377,999,5,25.0,2019-04-14 06:10:00
11378,999,129,43.0,2019-04-14 06:10:00
11379,999,208,4.0,2019-04-14 06:10:00
11380,1000,4,0.0,2019-04-28 12:10:00
11381,1000,2,0.0,2019-04-28 12:10:00
11382,1000,3,0.0,2019-04-28 12:10:00
11383,1000,207,0.0,2019-04-28 12:10:00
11384,1000,49,1.0,2019-04-28 12:10:00
11385,1000,129,43.0,2019-04-28 12:10:00
11386,1000,208,10.0,2019-04-28 12:10:00
11387,1000,5,26.0,2019-04-28 12:10:00
11388,1000,0,10.0,2019-04-28 12:10:00
11389,1000,8,12.0,2019-04-28 12:10:00
11390,1001,129,44.0,2019-05-12 13:10:00
11391,1001,8,23.0,2019-05-12 13:10:00
11392,1001,5,22.0,2019-05-12 13:10:00
11393,1001,207,7.0,2019-05-12 13:10:00
11394,1001,0,4.0,2019-05-12 13:10:00
11395,1001,4,2.0,2019-05-12 13:10:00
11396,1001,3,0.0,2019-05-12 13:10:00
11397,1001,49,0.0,2019-05-12 13:10:00
11398,1001,208,0.0,2019-05-12 13:10:00
11399,1001,2,0.0,2019-05-12 13:10:00
11400,1002,49,0.0,2019-05-26 13:10:00
11401,1002,2,0.0,2019-05-26 13:10:00
11402,1002,208,0.0,2019-05-26 13:10:00
11403,1002,207,1.0,2019-05-26 13:10:00
11404,1002,3,2.0,2019-05-26 13:10:00
11405,1002,5,18.0,2019-05-26 13:10:00
11406,1002,0,8.0,2019-05-26 13:10:00
11407,1002,8,23.0,2019-05-26 13:10:00
11408,1002,129,40.0,2019-05-26 13:10:00
11409,1002,4,10.0,2019-05-26 13:10:00
11410,1003,0,0.0,2019-06-09 18:10:00
11411,1003,2,0.0,2019-06-09 18:10:00
11412,1003,207,0.0,2019-06-09 18:10:00
11413,1003,49,0.0,2019-06-09 18:10:00
11414,1003,4,1.0,2019-06-09 18:10:00
11415,1003,5,33.0,2019-06-09 18:10:00
11416,1003,3,14.0,2019-06-09 18:10:00
11417,1003,8,14.0,2019-06-09 18:10:00
11418,1003,129,38.0,2019-06-09 18:10:00
11419,1003,208,2.0,2019-06-09 18:10:00
11420,1004,2,0.0,2019-06-23 13:10:00
11421,1004,207,0.0,2019-06-23 13:10:00
11422,1004,4,0.0,2019-06-23 13:10:00
11423,1004,208,0.0,2019-06-23 13:10:00
11424,1004,49,6.0,2019-06-23 13:10:00
11425,1004,3,4.0,2019-06-23 13:10:00
11426,1004,8,13.0,2019-06-23 13:10:00
11427,1004,5,26.0,2019-06-23 13:10:00
11428,1004,129,43.0,2019-06-23 13:10:00
11429,1004,0,10.0,2019-06-23 13:10:00
11430,1005,3,0.0,2019-06-30 13:10:00
11431,1005,207,0.0,2019-06-30 13:10:00
11432,1005,4,0.0,2019-06-30 13:10:00
11433,1005,2,0.0,2019-06-30 13:10:00
11434,1005,208,0.0,2019-06-30 13:10:00
11435,1005,0,12.0,2019-06-30 13:10:00
11436,1005,129,25.0,2019-06-30 13:10:00
11437,1005,5,30.0,2019-06-30 13:10:00
11438,1005,8,32.0,2019-06-30 13:10:00
11439,1005,49,3.0,2019-06-30 13:10:00
11440,1006,207,0.0,2019-07-14 13:10:00
11441,1006,2,0.0,2019-07-14 13:10:00
11442,1006,208,0.0,2019-07-14 13:10:00
11443,1006,4,2.0,2019-07-14 13:10:00
11444,1006,49,4.0,2019-07-14 13:10:00
11445,1006,3,7.0,2019-07-14 13:10:00
11446,1006,0,8.0,2019-07-14 13:10:00
11447,1006,8,22.0,2019-07-14 13:10:00
11448,1006,5,15.0,2019-07-14 13:10:00
11449,1006,129,44.0,2019-07-14 13:10:00
11450,1007,2,1.0,2019-07-28 13:10:00
11451,1007,129,2.0,2019-07-28 13:10:00
11452,1007,207,10.0,2019-07-28 13:10:00
11453,1007,49,0.0,2019-07-28 13:10:00
11454,1007,3,0.0,2019-07-28 13:10:00
11455,1007,208,12.0,2019-07-28 13:10:00
11456,1007,4,23.0,2019-07-28 13:10:00
11457,1007,5,18.0,2019-07-28 13:10:00
11458,1007,8,26.0,2019-07-28 13:10:00
11459,1007,0,10.0,2019-07-28 13:10:00
11460,1008,207,0.0,2019-08-04 13:10:00
11461,1008,3,0.0,2019-08-04 13:10:00
11462,1008,208,0.0,2019-08-04 13:10:00
11463,1008,4,1.0,2019-08-04 13:10:00
11464,1008,2,0.0,2019-08-04 13:10:00
11465,1008,0,12.0,2019-08-04 13:10:00
11466,1008,5,27.0,2019-08-04 13:10:00
11467,1008,8,27.0,2019-08-04 13:10:00
11468,1008,129,29.0,2019-08-04 13:10:00
11469,1008,49,6.0,2019-08-04 13:10:00
11470,1009,49,0.0,2019-09-01 13:10:00
