constructorStandingsId,raceId,constructorId,points,position,wins,date
11570,944,206,1.0,10,0,2016-07-10 12:00:00
11571,944,0,32.0,7,0,2016-07-10 12:00:00
11572,944,8,198.0,3,1,2016-07-10 12:00:00
11573,944,4,41.0,6,0,2016-07-10 12:00:00
11574,944,9,73.0,5,0,2016-07-10 12:00:00
11575,944,207,28.0,8,0,2016-07-10 12:00:00
11576,944,129,335.0,1,9,2016-07-10 12:00:00
11577,944,5,204.0,2,0,2016-07-10 12:00:00
11578,944,2,92.0,4,0,2016-07-10 12:00:00
11579,944,3,6.0,9,0,2016-07-10 12:00:00
11580,945,206,1.0,10,0,2016-07-24 12:00:00
11581,945,14,0.0,11,0,2016-07-24 12:00:00
11582,945,0,38.0,7,0,2016-07-24 12:00:00
11583,945,3,6.0,9,0,2016-07-24 12:00:00
11584,945,9,74.0,5,0,2016-07-24 12:00:00
11585,945,207,28.0,8,0,2016-07-24 12:00:00
11586,945,2,94.0,4,0,2016-07-24 12:00:00
11587,945,8,223.0,3,1,2016-07-24 12:00:00
11588,945,5,224.0,2,0,2016-07-24 12:00:00
11589,945,129,378.0,1,10,2016-07-24 12:00:00
11590,945,4,45.0,6,0,2016-07-24 12:00:00
11591,946,14,0.0,11,0,2016-07-31 12:00:00
11592,946,206,1.0,10,0,2016-07-31 12:00:00
11593,946,0,42.0,7,0,2016-07-31 12:00:00
11594,946,8,256.0,2,1,2016-07-31 12:00:00
11595,946,4,45.0,6,0,2016-07-31 12:00:00
11596,946,5,242.0,3,0,2016-07-31 12:00:00
11597,946,2,96.0,4,0,2016-07-31 12:00:00
11598,946,3,6.0,9,0,2016-07-31 12:00:00
11599,946,129,415.0,1,11,2016-07-31 12:00:00
11600,946,9,81.0,5,0,2016-07-31 12:00:00
11601,946,207,28.0,8,0,2016-07-31 12:00:00
11602,947,8,274.0,2,1,2016-08-28 12:00:00
11603,947,2,101.0,5,0,2016-08-28 12:00:00
11604,947,207,28.0,8,0,2016-08-28 12:00:00
11605,947,9,103.0,4,0,2016-08-28 12:00:00
11606,947,4,45.0,7,0,2016-08-28 12:00:00
11607,947,3,6.0,9,0,2016-08-28 12:00:00
11608,947,0,48.0,6,0,2016-08-28 12:00:00
11609,947,14,0.0,11,0,2016-08-28 12:00:00
11610,947,206,1.0,10,0,2016-08-28 12:00:00
11611,947,5,252.0,3,0,2016-08-28 12:00:00
11612,947,129,455.0,1,12,2016-08-28 12:00:00
11613,948,206,1.0,10,0,2016-09-04 12:00:00
11614,948,14,0.0,11,0,2016-09-04 12:00:00
11615,948,3,6.0,9,0,2016-09-04 12:00:00
11616,948,0,48.0,6,0,2016-09-04 12:00:00
11617,948,207,28.0,8,0,2016-09-04 12:00:00
11618,948,129,498.0,1,13,2016-09-04 12:00:00
11619,948,5,279.0,3,0,2016-09-04 12:00:00
11620,948,4,45.0,7,0,2016-09-04 12:00:00
11621,948,9,108.0,5,0,2016-09-04 12:00:00
11622,948,8,290.0,2,1,2016-09-04 12:00:00
11623,948,2,111.0,4,0,2016-09-04 12:00:00
11624,949,8,316.0,2,1,2016-09-18 12:00:00
11625,949,2,111.0,5,0,2016-09-18 12:00:00
11626,949,207,28.0,8,0,2016-09-18 12:00:00
11627,949,129,538.0,1,14,2016-09-18 12:00:00
11628,949,4,47.0,7,0,2016-09-18 12:00:00
11629,949,3,7.0,9,0,2016-09-18 12:00:00
11630,949,0,54.0,6,0,2016-09-18 12:00:00
11631,949,14,0.0,11,0,2016-09-18 12:00:00
11632,949,206,1.0,10,0,2016-09-18 12:00:00
11633,949,5,301.0,3,0,2016-09-18 12:00:00
11634,949,9,112.0,4,0,2016-09-18 12:00:00
11635,950,0,62.0,6,0,2016-10-02 07:00:00
11636,950,206,1.0,10,0,2016-10-02 07:00:00
11637,950,3,8.0,9,0,2016-10-02 07:00:00
11638,950,14,0.0,11,0,2016-10-02 07:00:00
11639,950,9,124.0,4,0,2016-10-02 07:00:00
11640,950,4,47.0,7,0,2016-10-02 07:00:00
11641,950,2,121.0,5,0,2016-10-02 07:00:00
11642,950,5,313.0,3,0,2016-10-02 07:00:00
11643,950,8,359.0,2,2,2016-10-02 07:00:00
11644,950,207,28.0,8,0,2016-10-02 07:00:00
11645,950,129,553.0,1,14,2016-10-02 07:00:00
11646,951,8,385.0,2,2,2016-10-09 05:00:00
11647,951,5,335.0,3,0,2016-10-09 05:00:00
11648,951,129,593.0,1,15,2016-10-09 05:00:00
11649,951,14,0.0,11,0,2016-10-09 05:00:00
11650,951,206,1.0,10,0,2016-10-09 05:00:00
11651,951,3,8.0,9,0,2016-10-09 05:00:00
11652,951,4,47.0,7,0,2016-10-09 05:00:00
11653,951,9,134.0,4,0,2016-10-09 05:00:00
11654,951,207,28.0,8,0,2016-10-09 05:00:00
11655,951,2,124.0,5,0,2016-10-09 05:00:00
11656,951,0,62.0,6,0,2016-10-09 05:00:00
11657,952,8,400.0,2,2,2016-10-23 19:00:00
11658,952,206,1.0,10,0,2016-10-23 19:00:00
11659,952,129,636.0,1,16,2016-10-23 19:00:00
11660,952,207,29.0,8,0,2016-10-23 19:00:00
11661,952,5,347.0,3,0,2016-10-23 19:00:00
11662,952,9,138.0,4,0,2016-10-23 19:00:00
11663,952,4,55.0,7,0,2016-10-23 19:00:00
11664,952,3,8.0,9,0,2016-10-23 19:00:00
11665,952,14,0.0,11,0,2016-10-23 19:00:00
11666,952,0,74.0,6,0,2016-10-23 19:00:00
11667,952,2,130.0,5,0,2016-10-23 19:00:00
11668,953,207,29.0,8,0,2016-10-30 19:00:00
11669,953,129,679.0,1,17,2016-10-30 19:00:00
11670,953,8,427.0,2,2,2016-10-30 19:00:00
11671,953,2,136.0,5,0,2016-10-30 19:00:00
11672,953,0,74.0,6,0,2016-10-30 19:00:00
11673,953,4,55.0,7,0,2016-10-30 19:00:00
11674,953,3,8.0,9,0,2016-10-30 19:00:00
11675,953,5,365.0,3,0,2016-10-30 19:00:00
11676,953,14,0.0,11,0,2016-10-30 19:00:00
11677,953,206,1.0,10,0,2016-10-30 19:00:00
11678,953,9,145.0,4,0,2016-10-30 19:00:00
11679,954,5,375.0,3,0,2016-11-13 16:00:00
11680,954,129,722.0,1,18,2016-11-13 16:00:00
11681,954,206,1.0,11,0,2016-11-13 16:00:00
11682,954,14,2.0,10,0,2016-11-13 16:00:00
11683,954,3,8.0,9,0,2016-11-13 16:00:00
11684,954,4,63.0,7,0,2016-11-13 16:00:00
11685,954,9,163.0,4,0,2016-11-13 16:00:00
11686,954,207,29.0,8,0,2016-11-13 16:00:00
11687,954,2,136.0,5,0,2016-11-13 16:00:00
11688,954,8,446.0,2,2,2016-11-13 16:00:00
11689,954,0,75.0,6,0,2016-11-13 16:00:00
11690,955,14,2.0,10,0,2016-11-27 13:00:00
11691,955,206,1.0,11,0,2016-11-27 13:00:00
11692,955,0,76.0,6,0,2016-11-27 13:00:00
11693,955,207,29.0,8,0,2016-11-27 13:00:00
11694,955,4,63.0,7,0,2016-11-27 13:00:00
11695,955,9,173.0,4,0,2016-11-27 13:00:00
11696,955,129,765.0,1,19,2016-11-27 13:00:00
11697,955,5,398.0,3,0,2016-11-27 13:00:00
11698,955,8,468.0,2,2,2016-11-27 13:00:00
11699,955,3,8.0,9,0,2016-11-27 13:00:00
11700,955,2,138.0,5,0,2016-11-27 13:00:00
11701,956,5,37.0,1,1,2017-03-26 05:00:00
11702,956,207,0.0,10,0,2017-03-26 05:00:00
11703,956,0,0.0,9,0,2017-03-26 05:00:00
11704,956,14,0.0,8,0,2017-03-26 05:00:00
11705,956,3,0.0,7,0,2017-03-26 05:00:00
11706,956,4,6.0,6,0,2017-03-26 05:00:00
11707,956,9,7.0,5,0,2017-03-26 05:00:00
11708,956,2,8.0,4,0,2017-03-26 05:00:00
11709,956,8,10.0,3,0,2017-03-26 05:00:00
11710,956,129,33.0,2,0,2017-03-26 05:00:00
11711,957,207,4.0,7,0,2017-04-09 06:00:00
11712,957,0,0.0,10,0,2017-04-09 06:00:00
11713,957,8,37.0,3,0,2017-04-09 06:00:00
11714,957,3,0.0,8,0,2017-04-09 06:00:00
11715,957,4,12.0,4,0,2017-04-09 06:00:00
11716,957,9,10.0,5,0,2017-04-09 06:00:00
11717,957,2,8.0,6,0,2017-04-09 06:00:00
11718,957,129,66.0,1,1,2017-04-09 06:00:00
11719,957,5,65.0,2,1,2017-04-09 06:00:00
11720,957,14,0.0,9,0,2017-04-09 06:00:00
11721,958,207,8.0,7,0,2017-04-16 15:00:00
11722,958,0,0.0,10,0,2017-04-16 15:00:00
11723,958,8,47.0,3,0,2017-04-16 15:00:00
11724,958,3,2.0,8,0,2017-04-16 15:00:00
11725,958,4,12.0,6,0,2017-04-16 15:00:00
11726,958,5,102.0,1,2,2017-04-16 15:00:00
11727,958,129,99.0,2,1,2017-04-16 15:00:00
11728,958,2,16.0,5,0,2017-04-16 15:00:00
11729,958,9,17.0,4,0,2017-04-16 15:00:00
11730,958,14,0.0,9,0,2017-04-16 15:00:00
11731,959,207,8.0,7,0,2017-04-30 12:00:00
11732,959,0,0.0,10,0,2017-04-30 12:00:00
11733,959,14,0.0,9,0,2017-04-30 12:00:00
11734,959,4,13.0,6,0,2017-04-30 12:00:00
11735,959,9,31.0,4,0,2017-04-30 12:00:00
11736,959,2,18.0,5,0,2017-04-30 12:00:00
11737,959,8,57.0,3,0,2017-04-30 12:00:00
11738,959,129,136.0,1,2,2017-04-30 12:00:00
11739,959,5,135.0,2,2,2017-04-30 12:00:00
11740,959,3,6.0,8,0,2017-04-30 12:00:00
11741,960,207,9.0,8,0,2017-05-14 12:00:00
11742,960,0,0.0,10,0,2017-05-14 12:00:00
11743,960,9,53.0,4,0,2017-05-14 12:00:00
11744,960,3,14.0,7,0,2017-05-14 12:00:00
11745,960,2,18.0,6,0,2017-05-14 12:00:00
11746,960,8,72.0,3,0,2017-05-14 12:00:00
11747,960,129,161.0,1,3,2017-05-14 12:00:00
11748,960,5,153.0,2,2,2017-05-14 12:00:00
11749,960,14,4.0,9,0,2017-05-14 12:00:00
11750,960,4,21.0,5,0,2017-05-14 12:00:00
11751,961,9,53.0,4,0,2017-05-28 12:00:00
11752,961,4,29.0,5,0,2017-05-28 12:00:00
11753,961,3,14.0,7,0,2017-05-28 12:00:00
11754,961,14,4.0,9,0,2017-05-28 12:00:00
11755,961,0,0.0,10,0,2017-05-28 12:00:00
11756,961,207,14.0,8,0,2017-05-28 12:00:00
11757,961,8,97.0,3,0,2017-05-28 12:00:00
11758,961,129,179.0,2,3,2017-05-28 12:00:00
11759,961,5,196.0,1,3,2017-05-28 12:00:00
11760,961,2,20.0,6,0,2017-05-28 12:00:00
11761,962,207,15.0,8,0,2017-06-11 18:00:00
11762,962,0,0.0,10,0,2017-06-11 18:00:00
11763,962,4,29.0,5,0,2017-06-11 18:00:00
11764,962,3,18.0,7,0,2017-06-11 18:00:00
11765,962,9,71.0,4,0,2017-06-11 18:00:00
11766,962,2,22.0,6,0,2017-06-11 18:00:00
11767,962,8,112.0,3,0,2017-06-11 18:00:00
11768,962,129,222.0,1,4,2017-06-11 18:00:00
11769,962,5,214.0,2,3,2017-06-11 18:00:00
11770,962,14,4.0,9,0,2017-06-11 18:00:00
11771,963,207,21.0,7,0,2017-06-25 13:00:00
11772,963,0,2.0,10,0,2017-06-25 13:00:00
11773,963,4,33.0,6,0,2017-06-25 13:00:00
11774,963,3,18.0,8,0,2017-06-25 13:00:00
11775,963,5,226.0,2,3,2017-06-25 13:00:00
11776,963,129,250.0,1,4,2017-06-25 13:00:00
11777,963,2,37.0,5,0,2017-06-25 13:00:00
11778,963,14,5.0,9,0,2017-06-25 13:00:00
11779,963,8,137.0,3,1,2017-06-25 13:00:00
11780,963,9,79.0,4,0,2017-06-25 13:00:00
11781,964,9,89.0,4,0,2017-07-09 12:00:00
11782,964,4,33.0,6,0,2017-07-09 12:00:00
11783,964,3,18.0,8,0,2017-07-09 12:00:00
11784,964,8,152.0,3,1,2017-07-09 12:00:00
11785,964,0,2.0,10,0,2017-07-09 12:00:00
11786,964,207,29.0,7,0,2017-07-09 12:00:00
11787,964,129,287.0,1,5,2017-07-09 12:00:00
11788,964,5,254.0,2,3,2017-07-09 12:00:00
11789,964,2,40.0,5,0,2017-07-09 12:00:00
11790,964,14,5.0,9,0,2017-07-09 12:00:00
11791,965,0,2.0,10,0,2017-07-16 12:00:00
11792,965,207,29.0,7,0,2017-07-16 12:00:00
11793,965,14,5.0,9,0,2017-07-16 12:00:00
11794,965,4,33.0,6,0,2017-07-16 12:00:00
11795,965,9,95.0,4,0,2017-07-16 12:00:00
11796,965,5,275.0,2,3,2017-07-16 12:00:00
11797,965,129,330.0,1,6,2017-07-16 12:00:00
11798,965,3,26.0,8,0,2017-07-16 12:00:00
11799,965,8,174.0,3,1,2017-07-16 12:00:00
11800,965,2,41.0,5,0,2017-07-16 12:00:00
11801,966,207,29.0,7,0,2017-07-30 12:00:00
11802,966,0,11.0,9,0,2017-07-30 12:00:00
11803,966,14,5.0,10,0,2017-07-30 12:00:00
11804,966,3,26.0,8,0,2017-07-30 12:00:00
11805,966,4,39.0,6,0,2017-07-30 12:00:00
11806,966,9,101.0,4,0,2017-07-30 12:00:00
11807,966,2,41.0,5,0,2017-07-30 12:00:00
11808,966,8,184.0,3,1,2017-07-30 12:00:00
11809,966,129,357.0,1,6,2017-07-30 12:00:00
11810,966,5,318.0,2,4,2017-07-30 12:00:00
11811,967,207,35.0,7,0,2017-08-27 12:00:00
11812,967,0,11.0,9,0,2017-08-27 12:00:00
11813,967,8,199.0,3,1,2017-08-27 12:00:00
11814,967,3,34.0,8,0,2017-08-27 12:00:00
11815,967,4,40.0,6,0,2017-08-27 12:00:00
11816,967,9,103.0,4,0,2017-08-27 12:00:00
11817,967,2,45.0,5,0,2017-08-27 12:00:00
11818,967,129,392.0,1,7,2017-08-27 12:00:00
11819,967,5,348.0,2,4,2017-08-27 12:00:00
11820,967,14,5.0,10,0,2017-08-27 12:00:00
11821,968,207,35.0,7,0,2017-09-03 12:00:00
11822,968,0,11.0,9,0,2017-09-03 12:00:00
11823,968,8,212.0,3,1,2017-09-03 12:00:00
11824,968,3,34.0,8,0,2017-09-03 12:00:00
11825,968,4,40.0,6,0,2017-09-03 12:00:00
11826,968,5,373.0,2,4,2017-09-03 12:00:00
11827,968,129,435.0,1,8,2017-09-03 12:00:00
11828,968,2,55.0,5,0,2017-09-03 12:00:00
11829,968,9,113.0,4,0,2017-09-03 12:00:00
11830,968,14,5.0,10,0,2017-09-03 12:00:00
11831,969,207,37.0,8,0,2017-09-17 12:00:00
11832,969,0,17.0,9,0,2017-09-17 12:00:00
11833,969,14,5.0,10,0,2017-09-17 12:00:00
11834,969,4,52.0,6,0,2017-09-17 12:00:00
11835,969,9,124.0,4,0,2017-09-17 12:00:00
11836,969,2,59.0,5,0,2017-09-17 12:00:00
11837,969,8,230.0,3,1,2017-09-17 12:00:00
11838,969,129,475.0,1,9,2017-09-17 12:00:00
11839,969,5,373.0,2,4,2017-09-17 12:00:00
11840,969,3,42.0,7,0,2017-09-17 12:00:00
11841,970,207,37.0,8,0,2017-10-01 07:00:00
11842,970,0,23.0,9,0,2017-10-01 07:00:00
11843,970,9,133.0,4,0,2017-10-01 07:00:00
11844,970,3,42.0,7,0,2017-10-01 07:00:00
11845,970,5,385.0,2,4,2017-10-01 07:00:00
11846,970,129,503.0,1,9,2017-10-01 07:00:00
11847,970,2,65.0,5,0,2017-10-01 07:00:00
11848,970,14,5.0,10,0,2017-10-01 07:00:00
11849,970,8,270.0,3,2,2017-10-01 07:00:00
11850,970,4,52.0,6,0,2017-10-01 07:00:00
11851,971,9,147.0,4,0,2017-10-08 05:00:00
11852,971,2,66.0,5,0,2017-10-08 05:00:00
11853,971,129,540.0,1,10,2017-10-08 05:00:00
11854,971,5,395.0,2,4,2017-10-08 05:00:00
11855,971,8,303.0,3,2,2017-10-08 05:00:00
11856,971,4,52.0,6,0,2017-10-08 05:00:00
11857,971,3,42.0,8,0,2017-10-08 05:00:00
11858,971,14,5.0,10,0,2017-10-08 05:00:00
11859,971,207,43.0,7,0,2017-10-08 05:00:00
11860,971,0,23.0,9,0,2017-10-08 05:00:00
11861,972,5,428.0,2,4,2017-10-22 19:00:00
11862,972,207,43.0,8,0,2017-10-22 19:00:00
11863,972,0,23.0,9,0,2017-10-22 19:00:00
11864,972,3,48.0,7,0,2017-10-22 19:00:00
11865,972,4,53.0,6,0,2017-10-22 19:00:00
11866,972,9,159.0,4,0,2017-10-22 19:00:00
11867,972,2,68.0,5,0,2017-10-22 19:00:00
11868,972,8,315.0,3,2,2017-10-22 19:00:00
11869,972,129,575.0,1,11,2017-10-22 19:00:00
11870,972,14,5.0,10,0,2017-10-22 19:00:00
11871,973,207,47.0,8,0,2017-10-29 19:00:00
11872,973,0,24.0,9,0,2017-10-29 19:00:00
11873,973,2,76.0,5,0,2017-10-29 19:00:00
11874,973,3,48.0,7,0,2017-10-29 19:00:00
11875,973,4,53.0,6,0,2017-10-29 19:00:00
11876,973,9,175.0,4,0,2017-10-29 19:00:00
11877,973,8,340.0,3,3,2017-10-29 19:00:00
11878,973,129,595.0,1,11,2017-10-29 19:00:00
11879,973,5,455.0,2,4,2017-10-29 19:00:00
11880,973,14,5.0,10,0,2017-10-29 19:00:00
11881,974,207,47.0,8,0,2017-11-12 16:00:00
11882,974,0,28.0,9,0,2017-11-12 16:00:00
11883,974,2,82.0,5,0,2017-11-12 16:00:00
11884,974,3,49.0,7,0,2017-11-12 16:00:00
11885,974,4,53.0,6,0,2017-11-12 16:00:00
11886,974,5,495.0,2,5,2017-11-12 16:00:00
11887,974,129,625.0,1,11,2017-11-12 16:00:00
11888,974,8,358.0,3,3,2017-11-12 16:00:00
11889,974,9,177.0,4,0,2017-11-12 16:00:00
11890,974,14,5.0,10,0,2017-11-12 16:00:00
11891,975,207,47.0,8,0,2017-11-26 13:00:00
11892,975,0,30.0,9,0,2017-11-26 13:00:00
11893,975,14,5.0,10,0,2017-11-26 13:00:00
11894,975,4,53.0,7,0,2017-11-26 13:00:00
11895,975,9,187.0,4,0,2017-11-26 13:00:00
11896,975,2,83.0,5,0,2017-11-26 13:00:00
11897,975,8,368.0,3,3,2017-11-26 13:00:00
11898,975,129,668.0,1,12,2017-11-26 13:00:00
11899,975,5,522.0,2,5,2017-11-26 13:00:00
11900,975,3,57.0,6,0,2017-11-26 13:00:00
11901,976,207,0.0,10,0,2018-03-25 05:10:00
11902,976,2,0.0,8,0,2018-03-25 05:10:00
11903,976,4,0.0,9,0,2018-03-25 05:10:00
11904,976,5,40.0,1,1,2018-03-25 05:10:00
11905,976,9,0.0,6,0,2018-03-25 05:10:00
11906,976,8,20.0,3,0,2018-03-25 05:10:00
11907,976,129,22.0,2,0,2018-03-25 05:10:00
11908,976,14,0.0,7,0,2018-03-25 05:10:00
11909,976,0,12.0,4,0,2018-03-25 05:10:00
11910,976,3,7.0,5,0,2018-03-25 05:10:00
11911,977,5,65.0,1,2,2018-04-08 15:10:00
11912,977,129,55.0,2,0,2018-04-08 15:10:00
11913,977,9,1.0,9,0,2018-04-08 15:10:00
11914,977,3,15.0,5,0,2018-04-08 15:10:00
11915,977,0,22.0,3,0,2018-04-08 15:10:00
11916,977,8,20.0,4,0,2018-04-08 15:10:00
11917,977,2,0.0,10,0,2018-04-08 15:10:00
11918,977,4,12.0,6,0,2018-04-08 15:10:00
11919,977,14,2.0,8,0,2018-04-08 15:10:00
11920,977,207,10.0,7,0,2018-04-08 15:10:00
11921,978,207,11.0,7,0,2018-04-15 06:10:00
11922,978,4,12.0,6,0,2018-04-15 06:10:00
11923,978,8,55.0,3,1,2018-04-15 06:10:00
11924,978,14,2.0,8,0,2018-04-15 06:10:00
11925,978,9,1.0,9,0,2018-04-15 06:10:00
11926,978,3,25.0,5,0,2018-04-15 06:10:00
11927,978,0,28.0,4,0,2018-04-15 06:10:00
11928,978,129,85.0,1,0,2018-04-15 06:10:00
11929,978,5,84.0,2,2,2018-04-15 06:10:00
11930,978,2,0.0,10,0,2018-04-15 06:10:00
11931,979,207,11.0,8,0,2018-04-29 12:10:00
11932,979,4,13.0,7,0,2018-04-29 12:10:00
11933,979,8,55.0,3,1,2018-04-29 12:10:00
11934,979,14,10.0,9,0,2018-04-29 12:10:00
11935,979,5,114.0,1,2,2018-04-29 12:10:00
11936,979,0,36.0,4,0,2018-04-29 12:10:00
11937,979,3,35.0,5,0,2018-04-29 12:10:00
11938,979,2,4.0,10,0,2018-04-29 12:10:00
11939,979,129,110.0,2,1,2018-04-29 12:10:00
11940,979,9,16.0,6,0,2018-04-29 12:10:00
11941,980,3,41.0,4,0,2018-05-13 13:10:00
11942,980,9,18.0,7,0,2018-05-13 13:10:00
11943,980,8,80.0,3,1,2018-05-13 13:10:00
11944,980,2,4.0,10,0,2018-05-13 13:10:00
11945,980,4,13.0,8,0,2018-05-13 13:10:00
11946,980,207,19.0,6,0,2018-05-13 13:10:00
11947,980,129,153.0,1,2,2018-05-13 13:10:00
11948,980,5,126.0,2,2,2018-05-13 13:10:00
11949,980,0,40.0,5,0,2018-05-13 13:10:00
11950,980,14,11.0,9,0,2018-05-13 13:10:00
11951,981,207,19.0,8,0,2018-05-27 13:10:00
11952,981,4,19.0,7,0,2018-05-27 13:10:00
11953,981,0,40.0,5,0,2018-05-27 13:10:00
11954,981,14,11.0,9,0,2018-05-27 13:10:00
11955,981,129,178.0,1,2,2018-05-27 13:10:00
11956,981,8,107.0,3,2,2018-05-27 13:10:00
11957,981,3,46.0,4,0,2018-05-27 13:10:00
11958,981,2,4.0,10,0,2018-05-27 13:10:00
11959,981,5,156.0,2,2,2018-05-27 13:10:00
11960,981,9,26.0,6,0,2018-05-27 13:10:00
11961,982,3,56.0,4,0,2018-06-10 18:10:00
11962,982,9,28.0,6,0,2018-06-10 18:10:00
11963,982,14,12.0,9,0,2018-06-10 18:10:00
11964,982,2,4.0,10,0,2018-06-10 18:10:00
11965,982,4,19.0,7,0,2018-06-10 18:10:00
11966,982,207,19.0,8,0,2018-06-10 18:10:00
11967,982,5,189.0,2,3,2018-06-10 18:10:00
11968,982,8,134.0,3,2,2018-06-10 18:10:00
11969,982,129,206.0,1,2,2018-06-10 18:10:00
11970,982,0,40.0,5,0,2018-06-10 18:10:00
11971,983,207,27.0,7,0,2018-06-24 14:10:00
11972,983,4,19.0,8,0,2018-06-24 14:10:00
11973,983,9,28.0,6,0,2018-06-24 14:10:00
11974,983,14,13.0,9,0,2018-06-24 14:10:00
11975,983,3,62.0,4,0,2018-06-24 14:10:00
11976,983,0,40.0,5,0,2018-06-24 14:10:00
11977,983,8,164.0,3,2,2018-06-24 14:10:00
11978,983,129,237.0,1,3,2018-06-24 14:10:00
11979,983,5,214.0,2,3,2018-06-24 14:10:00
11980,983,2,4.0,10,0,2018-06-24 14:10:00
11981,984,207,49.0,5,0,2018-07-01 13:10:00
11982,984,4,19.0,8,0,2018-07-01 13:10:00
11983,984,9,42.0,7,0,2018-07-01 13:10:00
11984,984,14,16.0,9,0,2018-07-01 13:10:00
11985,984,3,62.0,4,0,2018-07-01 13:10:00
11986,984,5,247.0,1,3,2018-07-01 13:10:00
11987,984,129,237.0,2,3,2018-07-01 13:10:00
11988,984,8,189.0,3,3,2018-07-01 13:10:00
11989,984,0,44.0,6,0,2018-07-01 13:10:00
11990,984,2,4.0,10,0,2018-07-01 13:10:00
11991,985,207,51.0,5,0,2018-07-08 13:10:00
11992,985,4,19.0,8,0,2018-07-08 13:10:00
11993,985,2,4.0,10,0,2018-07-08 13:10:00
11994,985,9,49.0,6,0,2018-07-08 13:10:00
11995,985,3,70.0,4,0,2018-07-08 13:10:00
11996,985,0,48.0,7,0,2018-07-08 13:10:00
11997,985,8,199.0,3,3,2018-07-08 13:10:00
11998,985,129,267.0,2,3,2018-07-08 13:10:00
11999,985,5,287.0,1,4,2018-07-08 13:10:00
12000,985,14,16.0,9,0,2018-07-08 13:10:00
12001,986,207,59.0,6,0,2018-07-22 13:10:00
12002,986,4,20.0,8,0,2018-07-22 13:10:00
12003,986,9,59.0,5,0,2018-07-22 13:10:00
12004,986,14,18.0,9,0,2018-07-22 13:10:00
12005,986,5,302.0,2,4,2018-07-22 13:10:00
12006,986,129,310.0,1,4,2018-07-22 13:10:00
12007,986,0,48.0,7,0,2018-07-22 13:10:00
12008,986,2,4.0,10,0,2018-07-22 13:10:00
12009,986,8,211.0,3,3,2018-07-22 13:10:00
12010,986,3,80.0,4,0,2018-07-22 13:10:00
12011,987,3,82.0,4,0,2018-07-29 13:10:00
12012,987,9,59.0,6,0,2018-07-29 13:10:00
12013,987,14,18.0,9,0,2018-07-29 13:10:00
12014,987,2,4.0,10,0,2018-07-29 13:10:00
12015,987,4,28.0,8,0,2018-07-29 13:10:00
12016,987,207,66.0,5,0,2018-07-29 13:10:00
12017,987,5,335.0,2,4,2018-07-29 13:10:00
12018,987,129,345.0,1,5,2018-07-29 13:10:00
12019,987,0,52.0,7,0,2018-07-29 13:10:00
12020,987,8,223.0,3,3,2018-07-29 13:10:00
12021,988,207,76.0,5,0,2018-08-26 13:10:00
12022,988,4,30.0,7,0,2018-08-26 13:10:00
12023,988,2,4.0,10,0,2018-08-26 13:10:00
12024,988,9,18.0,9,0,2018-08-26 13:10:00
12025,988,3,82.0,4,0,2018-08-26 13:10:00
12026,988,0,52.0,6,0,2018-08-26 13:10:00
12027,988,5,360.0,2,5,2018-08-26 13:10:00
12028,988,129,375.0,1,5,2018-08-26 13:10:00
12029,988,8,238.0,3,3,2018-08-26 13:10:00
12030,988,14,19.0,8,0,2018-08-26 13:10:00
12031,989,3,86.0,4,0,2018-09-02 13:10:00
12032,989,8,248.0,3,3,2018-09-02 13:10:00
12033,989,5,390.0,2,5,2018-09-02 13:10:00
12034,989,207,76.0,5,0,2018-09-02 13:10:00
12035,989,129,415.0,1,6,2018-09-02 13:10:00
12036,989,0,52.0,6,0,2018-09-02 13:10:00
12037,989,9,32.0,7,0,2018-09-02 13:10:00
12038,989,2,7.0,10,0,2018-09-02 13:10:00
12039,989,14,19.0,9,0,2018-09-02 13:10:00
12040,989,4,30.0,8,0,2018-09-02 13:10:00
12041,990,4,30.0,8,0,2018-09-16 12:10:00
12042,990,207,76.0,5,0,2018-09-16 12:10:00
12043,990,2,7.0,10,0,2018-09-16 12:10:00
12044,990,9,32.0,7,0,2018-09-16 12:10:00
12045,990,3,91.0,4,0,2018-09-16 12:10:00
12046,990,0,58.0,6,0,2018-09-16 12:10:00
12047,990,5,415.0,2,5,2018-09-16 12:10:00
12048,990,129,452.0,1,7,2018-09-16 12:10:00
12049,990,8,274.0,3,3,2018-09-16 12:10:00
12050,990,14,21.0,9,0,2018-09-16 12:10:00
12051,991,207,80.0,5,0,2018-09-30 11:10:00
12052,991,4,30.0,8,0,2018-09-30 11:10:00
12053,991,5,442.0,2,5,2018-09-30 11:10:00
12054,991,14,27.0,9,0,2018-09-30 11:10:00
12055,991,2,7.0,10,0,2018-09-30 11:10:00
12056,991,0,58.0,6,0,2018-09-30 11:10:00
12057,991,8,292.0,3,3,2018-09-30 11:10:00
12058,991,129,495.0,1,8,2018-09-30 11:10:00
12059,991,3,91.0,4,0,2018-09-30 11:10:00
12060,991,9,35.0,7,0,2018-09-30 11:10:00
12061,992,3,92.0,4,0,2018-10-07 05:10:00
12062,992,9,43.0,7,0,2018-10-07 05:10:00
12063,992,14,27.0,9,0,2018-10-07 05:10:00
12064,992,2,7.0,10,0,2018-10-07 05:10:00
12065,992,4,30.0,8,0,2018-10-07 05:10:00
12066,992,207,84.0,5,0,2018-10-07 05:10:00
12067,992,5,460.0,2,5,2018-10-07 05:10:00
12068,992,129,538.0,1,9,2018-10-07 05:10:00
