driverStandingsId,raceId,driverId,points,position,wins,date
30491,919,827,5.0,14,0,2015-04-19 15:00:00
30492,919,812,0.0,20,0,2015-04-19 15:00:00
30493,919,816,19.0,7,0,2015-04-19 15:00:00
30494,919,830,14.0,8,0,2015-04-19 15:00:00
30495,919,12,31.0,5,0,2015-04-19 15:00:00
30496,919,19,65.0,3,1,2015-04-19 15:00:00
30497,919,2,66.0,2,0,2015-04-19 15:00:00
30498,919,0,93.0,1,3,2015-04-19 15:00:00
30499,919,831,6.0,12,0,2015-04-19 15:00:00
30500,919,153,12.0,9,0,2015-04-19 15:00:00
30501,920,827,5.0,14,0,2015-05-10 12:00:00
30502,920,0,111.0,1,3,2015-05-10 12:00:00
30503,920,831,8.0,10,0,2015-05-10 12:00:00
30504,920,814,5.0,13,0,2015-05-10 12:00:00
30505,920,17,0.0,17,0,2015-05-10 12:00:00
30506,920,7,52.0,4,0,2015-05-10 12:00:00
30507,920,829,6.0,11,0,2015-05-10 12:00:00
30508,920,816,25.0,7,0,2015-05-10 12:00:00
30509,920,812,0.0,20,0,2015-05-10 12:00:00
30510,920,825,5.0,15,0,2015-05-10 12:00:00
30511,920,824,0.0,21,0,2015-05-10 12:00:00
30512,920,821,42.0,5,0,2015-05-10 12:00:00
30513,920,832,0.0,18,0,2015-05-10 12:00:00
30514,920,3,0.0,16,0,2015-05-10 12:00:00
30515,920,828,0.0,19,0,2015-05-10 12:00:00
30516,920,830,14.0,9,0,2015-05-10 12:00:00
30517,920,12,39.0,6,0,2015-05-10 12:00:00
30518,920,19,80.0,3,1,2015-05-10 12:00:00
30519,920,2,91.0,2,1,2015-05-10 12:00:00
30520,920,807,6.0,12,0,2015-05-10 12:00:00
30521,920,153,16.0,8,0,2015-05-10 12:00:00
30522,921,831,9.0,12,0,2015-05-24 12:00:00
30523,921,824,0.0,21,0,2015-05-24 12:00:00
30524,921,153,16.0,10,0,2015-05-24 12:00:00
30525,921,0,126.0,1,3,2015-05-24 12:00:00
30526,921,821,42.0,5,0,2015-05-24 12:00:00
30527,921,832,0.0,18,0,2015-05-24 12:00:00
30528,921,3,0.0,17,0,2015-05-24 12:00:00
30529,921,828,0.0,19,0,2015-05-24 12:00:00
30530,921,829,6.0,14,0,2015-05-24 12:00:00
30531,921,7,60.0,4,0,2015-05-24 12:00:00
30532,921,17,4.0,16,0,2015-05-24 12:00:00
30533,921,814,11.0,11,0,2015-05-24 12:00:00
30534,921,827,5.0,15,0,2015-05-24 12:00:00
30535,921,807,6.0,13,0,2015-05-24 12:00:00
30536,921,816,35.0,7,0,2015-05-24 12:00:00
30537,921,830,16.0,9,0,2015-05-24 12:00:00
30538,921,12,39.0,6,0,2015-05-24 12:00:00
30539,921,19,98.0,3,1,2015-05-24 12:00:00
30540,921,2,116.0,2,2,2015-05-24 12:00:00
30541,921,825,17.0,8,0,2015-05-24 12:00:00
30542,921,812,0.0,20,0,2015-05-24 12:00:00
30543,922,812,6.0,15,0,2015-06-07 18:00:00
30544,922,0,151.0,1,4,2015-06-07 18:00:00
30545,922,2,134.0,2,2,2015-06-07 18:00:00
30546,922,19,108.0,3,1,2015-06-07 18:00:00
30547,922,12,47.0,6,0,2015-06-07 18:00:00
30548,922,830,16.0,10,0,2015-06-07 18:00:00
30549,922,816,35.0,7,0,2015-06-07 18:00:00
30550,922,807,10.0,12,0,2015-06-07 18:00:00
30551,922,827,5.0,16,0,2015-06-07 18:00:00
30552,922,831,9.0,13,0,2015-06-07 18:00:00
30553,922,814,11.0,11,0,2015-06-07 18:00:00
30554,922,17,4.0,17,0,2015-06-07 18:00:00
30555,922,829,6.0,14,0,2015-06-07 18:00:00
30556,922,7,72.0,4,0,2015-06-07 18:00:00
30557,922,153,17.0,9,0,2015-06-07 18:00:00
30558,922,825,19.0,8,0,2015-06-07 18:00:00
30559,922,824,0.0,21,0,2015-06-07 18:00:00
30560,922,821,57.0,5,0,2015-06-07 18:00:00
30561,922,832,0.0,19,0,2015-06-07 18:00:00
30562,922,3,0.0,18,0,2015-06-07 18:00:00
30563,922,828,0.0,20,0,2015-06-07 18:00:00
30564,923,0,169.0,1,4,2015-06-21 12:00:00
30565,923,828,0.0,20,0,2015-06-21 12:00:00
30566,923,3,0.0,18,0,2015-06-21 12:00:00
30567,923,832,0.0,19,0,2015-06-21 12:00:00
30568,923,821,67.0,5,0,2015-06-21 12:00:00
30569,923,824,0.0,21,0,2015-06-21 12:00:00
30570,923,825,19.0,8,0,2015-06-21 12:00:00
30571,923,812,12.0,13,0,2015-06-21 12:00:00
30572,923,153,17.0,10,0,2015-06-21 12:00:00
30573,923,829,10.0,14,0,2015-06-21 12:00:00
30574,923,7,72.0,4,0,2015-06-21 12:00:00
30575,923,17,4.0,17,0,2015-06-21 12:00:00
30576,923,12,62.0,6,0,2015-06-21 12:00:00
30577,923,830,16.0,11,0,2015-06-21 12:00:00
30578,923,816,36.0,7,0,2015-06-21 12:00:00
30579,923,19,120.0,3,1,2015-06-21 12:00:00
30580,923,827,5.0,16,0,2015-06-21 12:00:00
30581,923,831,9.0,15,0,2015-06-21 12:00:00
30582,923,814,13.0,12,0,2015-06-21 12:00:00
30583,923,807,18.0,9,0,2015-06-21 12:00:00
30584,923,2,159.0,2,3,2015-06-21 12:00:00
30585,924,807,24.0,9,0,2015-07-05 12:00:00
30586,924,0,194.0,1,5,2015-07-05 12:00:00
30587,924,2,177.0,2,3,2015-07-05 12:00:00
30588,924,19,135.0,3,1,2015-07-05 12:00:00
30589,924,12,74.0,6,0,2015-07-05 12:00:00
30590,924,830,16.0,11,0,2015-07-05 12:00:00
30591,924,816,36.0,7,0,2015-07-05 12:00:00
30592,924,814,15.0,12,0,2015-07-05 12:00:00
30593,924,827,5.0,16,0,2015-07-05 12:00:00
30594,924,828,0.0,20,0,2015-07-05 12:00:00
30595,924,3,1.0,18,0,2015-07-05 12:00:00
30596,924,832,0.0,19,0,2015-07-05 12:00:00
30597,924,824,0.0,21,0,2015-07-05 12:00:00
30598,924,825,27.0,8,0,2015-07-05 12:00:00
30599,924,821,77.0,4,0,2015-07-05 12:00:00
30600,924,153,17.0,10,0,2015-07-05 12:00:00
30601,924,829,10.0,14,0,2015-07-05 12:00:00
30602,924,7,76.0,5,0,2015-07-05 12:00:00
30603,924,17,4.0,17,0,2015-07-05 12:00:00
30604,924,812,12.0,13,0,2015-07-05 12:00:00
30605,924,831,9.0,15,0,2015-07-05 12:00:00
30606,925,12,74.0,6,0,2015-07-26 12:00:00
30607,925,0,202.0,1,5,2015-07-26 12:00:00
30608,925,2,181.0,2,3,2015-07-26 12:00:00
30609,925,19,160.0,3,2,2015-07-26 12:00:00
30610,925,828,0.0,20,0,2015-07-26 12:00:00
30611,925,807,24.0,9,0,2015-07-26 12:00:00
30612,925,827,6.0,18,0,2015-07-26 12:00:00
30613,925,831,9.0,16,0,2015-07-26 12:00:00
30614,925,814,15.0,13,0,2015-07-26 12:00:00
30615,925,17,6.0,17,0,2015-07-26 12:00:00
30616,925,7,76.0,5,0,2015-07-26 12:00:00
30617,925,829,22.0,11,0,2015-07-26 12:00:00
30618,925,153,23.0,10,0,2015-07-26 12:00:00
30619,925,812,12.0,14,0,2015-07-26 12:00:00
30620,925,825,45.0,8,0,2015-07-26 12:00:00
30621,925,824,0.0,21,0,2015-07-26 12:00:00
30622,925,821,77.0,4,0,2015-07-26 12:00:00
30623,925,832,0.0,19,0,2015-07-26 12:00:00
30624,925,3,11.0,15,0,2015-07-26 12:00:00
30625,925,816,51.0,7,0,2015-07-26 12:00:00
30626,925,830,16.0,12,0,2015-07-26 12:00:00
30627,926,821,79.0,6,0,2015-08-23 12:00:00
30628,926,825,57.0,7,0,2015-08-23 12:00:00
30629,926,828,0.0,20,0,2015-08-23 12:00:00
30630,926,3,11.0,15,0,2015-08-23 12:00:00
30631,926,832,0.0,19,0,2015-08-23 12:00:00
30632,926,824,0.0,21,0,2015-08-23 12:00:00
30633,926,812,12.0,14,0,2015-08-23 12:00:00
30634,926,153,38.0,9,0,2015-08-23 12:00:00
30635,926,829,26.0,10,0,2015-08-23 12:00:00
30636,926,7,82.0,4,0,2015-08-23 12:00:00
30637,926,17,6.0,18,0,2015-08-23 12:00:00
30638,926,831,9.0,16,0,2015-08-23 12:00:00
30639,926,827,7.0,17,0,2015-08-23 12:00:00
30640,926,814,25.0,11,0,2015-08-23 12:00:00
30641,926,816,51.0,8,0,2015-08-23 12:00:00
30642,926,830,16.0,13,0,2015-08-23 12:00:00
30643,926,12,82.0,5,0,2015-08-23 12:00:00
30644,926,19,160.0,3,2,2015-08-23 12:00:00
30645,926,2,199.0,2,3,2015-08-23 12:00:00
30646,926,0,227.0,1,6,2015-08-23 12:00:00
30647,926,807,24.0,12,0,2015-08-23 12:00:00
30648,927,816,55.0,8,0,2015-09-06 12:00:00
30649,927,831,9.0,16,0,2015-09-06 12:00:00
30650,927,814,33.0,10,0,2015-09-06 12:00:00
30651,927,827,9.0,17,0,2015-09-06 12:00:00
30652,927,17,6.0,18,0,2015-09-06 12:00:00
30653,927,7,92.0,5,0,2015-09-06 12:00:00
30654,927,829,26.0,12,0,2015-09-06 12:00:00
30655,927,807,30.0,11,0,2015-09-06 12:00:00
30656,927,830,16.0,13,0,2015-09-06 12:00:00
30657,927,824,0.0,21,0,2015-09-06 12:00:00
30658,927,19,178.0,3,2,2015-09-06 12:00:00
30659,927,2,199.0,2,3,2015-09-06 12:00:00
30660,927,0,252.0,1,7,2015-09-06 12:00:00
30661,927,812,12.0,14,0,2015-09-06 12:00:00
30662,927,153,38.0,9,0,2015-09-06 12:00:00
30663,927,828,0.0,20,0,2015-09-06 12:00:00
30664,927,3,11.0,15,0,2015-09-06 12:00:00
30665,927,832,0.0,19,0,2015-09-06 12:00:00
30666,927,821,91.0,6,0,2015-09-06 12:00:00
30667,927,12,97.0,4,0,2015-09-06 12:00:00
30668,927,825,58.0,7,0,2015-09-06 12:00:00
30669,928,821,101.0,5,0,2015-09-20 12:00:00
30670,928,812,12.0,14,0,2015-09-20 12:00:00
30671,928,833,0.0,21,0,2015-09-20 12:00:00
30672,928,828,0.0,20,0,2015-09-20 12:00:00
30673,928,3,11.0,15,0,2015-09-20 12:00:00
30674,928,832,0.0,19,0,2015-09-20 12:00:00
30675,928,824,0.0,22,0,2015-09-20 12:00:00
30676,928,825,66.0,8,0,2015-09-20 12:00:00
30677,928,153,38.0,10,0,2015-09-20 12:00:00
30678,928,829,30.0,11,0,2015-09-20 12:00:00
30679,928,7,107.0,4,0,2015-09-20 12:00:00
30680,928,17,6.0,18,0,2015-09-20 12:00:00
30681,928,814,39.0,9,0,2015-09-20 12:00:00
30682,928,827,9.0,17,0,2015-09-20 12:00:00
30683,928,831,11.0,16,0,2015-09-20 12:00:00
30684,928,816,73.0,7,0,2015-09-20 12:00:00
30685,928,830,17.0,13,0,2015-09-20 12:00:00
30686,928,12,97.0,6,0,2015-09-20 12:00:00
30687,928,19,203.0,3,3,2015-09-20 12:00:00
30688,928,2,211.0,2,3,2015-09-20 12:00:00
30689,928,0,252.0,1,7,2015-09-20 12:00:00
30690,928,807,30.0,12,0,2015-09-20 12:00:00
30691,929,807,38.0,11,0,2015-09-27 05:00:00
30692,929,2,229.0,2,3,2015-09-27 05:00:00
30693,929,830,17.0,13,0,2015-09-27 05:00:00
30694,929,827,9.0,17,0,2015-09-27 05:00:00
30695,929,153,44.0,9,0,2015-09-27 05:00:00
30696,929,829,32.0,12,0,2015-09-27 05:00:00
30697,929,812,16.0,14,0,2015-09-27 05:00:00
30698,929,825,66.0,8,0,2015-09-27 05:00:00
30699,929,831,12.0,15,0,2015-09-27 05:00:00
30700,929,821,111.0,5,0,2015-09-27 05:00:00
30701,929,17,6.0,18,0,2015-09-27 05:00:00
30702,929,828,0.0,20,0,2015-09-27 05:00:00
30703,929,833,0.0,21,0,2015-09-27 05:00:00
30704,929,824,0.0,22,0,2015-09-27 05:00:00
30705,929,0,277.0,1,8,2015-09-27 05:00:00
30706,929,19,218.0,3,3,2015-09-27 05:00:00
30707,929,816,73.0,7,0,2015-09-27 05:00:00
30708,929,832,0.0,19,0,2015-09-27 05:00:00
30709,929,12,97.0,6,0,2015-09-27 05:00:00
30710,929,7,119.0,4,0,2015-09-27 05:00:00
30711,929,3,11.0,16,0,2015-09-27 05:00:00
30712,929,814,39.0,10,0,2015-09-27 05:00:00
30713,930,0,302.0,1,9,2015-10-11 11:00:00
30714,930,829,33.0,12,0,2015-10-11 11:00:00
30715,930,807,38.0,11,0,2015-10-11 11:00:00
30716,930,827,9.0,17,0,2015-10-11 11:00:00
30717,930,831,12.0,15,0,2015-10-11 11:00:00
30718,930,814,54.0,9,0,2015-10-11 11:00:00
30719,930,17,8.0,18,0,2015-10-11 11:00:00
30720,930,7,123.0,4,0,2015-10-11 11:00:00
30721,930,12,109.0,6,0,2015-10-11 11:00:00
30722,930,153,44.0,10,0,2015-10-11 11:00:00
30723,930,812,22.0,14,0,2015-10-11 11:00:00
30724,930,825,76.0,7,0,2015-10-11 11:00:00
30725,930,832,0.0,19,0,2015-10-11 11:00:00
30726,930,19,236.0,2,3,2015-10-11 11:00:00
30727,930,3,11.0,16,0,2015-10-11 11:00:00
30728,930,828,0.0,20,0,2015-10-11 11:00:00
30729,930,2,229.0,3,3,2015-10-11 11:00:00
30730,930,821,111.0,5,0,2015-10-11 11:00:00
30731,930,824,0.0,22,0,2015-10-11 11:00:00
30732,930,833,0.0,21,0,2015-10-11 11:00:00
30733,930,816,73.0,8,0,2015-10-11 11:00:00
30734,930,830,25.0,13,0,2015-10-11 11:00:00
30735,931,816,74.0,8,0,2015-10-25 19:00:00
30736,931,807,38.0,12,0,2015-10-25 19:00:00
30737,931,827,9.0,18,0,2015-10-25 19:00:00
30738,931,825,76.0,7,0,2015-10-25 19:00:00
30739,931,0,327.0,1,10,2015-10-25 19:00:00
30740,931,19,251.0,2,3,2015-10-25 19:00:00
30741,931,12,109.0,6,0,2015-10-25 19:00:00
30742,931,830,27.0,13,0,2015-10-25 19:00:00
30743,931,2,247.0,3,3,2015-10-25 19:00:00
30744,931,831,18.0,15,0,2015-10-25 19:00:00
30745,931,812,26.0,14,0,2015-10-25 19:00:00
30746,931,814,64.0,9,0,2015-10-25 19:00:00
30747,931,7,123.0,4,0,2015-10-25 19:00:00
30748,931,829,45.0,10,0,2015-10-25 19:00:00
30749,931,824,0.0,22,0,2015-10-25 19:00:00
30750,931,821,111.0,5,0,2015-10-25 19:00:00
30751,931,832,0.0,19,0,2015-10-25 19:00:00
30752,931,3,11.0,17,0,2015-10-25 19:00:00
30753,931,828,0.0,21,0,2015-10-25 19:00:00
30754,931,833,0.0,20,0,2015-10-25 19:00:00
30755,931,153,44.0,11,0,2015-10-25 19:00:00
30756,931,17,16.0,16,0,2015-10-25 19:00:00
30757,932,0,345.0,1,10,2015-11-01 19:00:00
30758,932,2,272.0,2,4,2015-11-01 19:00:00
30759,932,19,251.0,3,3,2015-11-01 19:00:00
30760,932,830,27.0,13,0,2015-11-01 19:00:00
30761,932,816,84.0,8,0,2015-11-01 19:00:00
30762,932,807,44.0,12,0,2015-11-01 19:00:00
30763,932,831,18.0,15,0,2015-11-01 19:00:00
30764,932,814,68.0,9,0,2015-11-01 19:00:00
30765,932,17,16.0,16,0,2015-11-01 19:00:00
30766,932,7,123.0,5,0,2015-11-01 19:00:00
30767,932,829,47.0,10,0,2015-11-01 19:00:00
30768,932,153,45.0,11,0,2015-11-01 19:00:00
30769,932,812,26.0,14,0,2015-11-01 19:00:00
30770,932,825,88.0,7,0,2015-11-01 19:00:00
30771,932,824,0.0,22,0,2015-11-01 19:00:00
30772,932,821,126.0,4,0,2015-11-01 19:00:00
30773,932,832,0.0,19,0,2015-11-01 19:00:00
30774,932,3,11.0,17,0,2015-11-01 19:00:00
30775,932,828,0.0,21,0,2015-11-01 19:00:00
30776,932,833,0.0,20,0,2015-11-01 19:00:00
30777,932,827,9.0,18,0,2015-11-01 19:00:00
30778,932,12,117.0,6,0,2015-11-01 19:00:00
30779,933,807,52.0,10,0,2015-11-15 16:00:00
30780,933,821,136.0,4,0,2015-11-15 16:00:00
30781,933,824,0.0,22,0,2015-11-15 16:00:00
30782,933,153,49.0,11,0,2015-11-15 16:00:00
30783,933,832,0.0,19,0,2015-11-15 16:00:00
30784,933,3,11.0,17,0,2015-11-15 16:00:00
30785,933,828,0.0,21,0,2015-11-15 16:00:00
30786,933,833,0.0,20,0,2015-11-15 16:00:00
30787,933,829,49.0,12,0,2015-11-15 16:00:00
30788,933,7,135.0,5,0,2015-11-15 16:00:00
30789,933,825,94.0,7,0,2015-11-15 16:00:00
30790,933,17,16.0,16,0,2015-11-15 16:00:00
30791,933,831,18.0,15,0,2015-11-15 16:00:00
30792,933,827,9.0,18,0,2015-11-15 16:00:00
30793,933,816,84.0,8,0,2015-11-15 16:00:00
30794,933,830,27.0,13,0,2015-11-15 16:00:00
30795,933,12,117.0,6,0,2015-11-15 16:00:00
30796,933,19,266.0,3,3,2015-11-15 16:00:00
30797,933,2,297.0,2,5,2015-11-15 16:00:00
30798,933,0,363.0,1,10,2015-11-15 16:00:00
30799,933,814,68.0,9,0,2015-11-15 16:00:00
30800,933,812,27.0,14,0,2015-11-15 16:00:00
30801,934,825,95.0,7,0,2015-11-29 13:00:00
30802,934,0,381.0,1,10,2015-11-29 13:00:00
30803,934,2,322.0,2,6,2015-11-29 13:00:00
30804,934,19,278.0,3,3,2015-11-29 13:00:00
30805,934,12,121.0,6,0,2015-11-29 13:00:00
30806,934,830,27.0,13,0,2015-11-29 13:00:00
30807,934,816,92.0,8,0,2015-11-29 13:00:00
30808,934,807,58.0,10,0,2015-11-29 13:00:00
30809,934,827,9.0,18,0,2015-11-29 13:00:00
30810,934,831,18.0,15,0,2015-11-29 13:00:00
30811,934,814,78.0,9,0,2015-11-29 13:00:00
30812,934,17,16.0,16,0,2015-11-29 13:00:00
30813,934,7,150.0,4,0,2015-11-29 13:00:00
30814,934,812,27.0,14,0,2015-11-29 13:00:00
30815,934,829,49.0,12,0,2015-11-29 13:00:00
30816,934,153,51.0,11,0,2015-11-29 13:00:00
30817,934,824,0.0,22,0,2015-11-29 13:00:00
30818,934,833,0.0,20,0,2015-11-29 13:00:00
30819,934,828,0.0,21,0,2015-11-29 13:00:00
30820,934,821,136.0,5,0,2015-11-29 13:00:00
30821,934,832,0.0,19,0,2015-11-29 13:00:00
30822,934,3,11.0,17,0,2015-11-29 13:00:00
30823,935,0,18.0,2,0,2016-03-20 05:00:00
30824,935,19,15.0,3,0,2016-03-20 05:00:00
30825,935,816,12.0,4,0,2016-03-20 05:00:00
30826,935,12,10.0,5,0,2016-03-20 05:00:00
30827,935,153,8.0,6,0,2016-03-20 05:00:00
30828,935,807,6.0,7,0,2016-03-20 05:00:00
30829,935,821,4.0,8,0,2016-03-20 05:00:00
30830,935,831,2.0,9,0,2016-03-20 05:00:00
30831,935,829,1.0,10,0,2016-03-20 05:00:00
30832,935,17,0.0,14,0,2016-03-20 05:00:00
30833,935,824,0.0,12,0,2016-03-20 05:00:00
30834,935,7,0.0,18,0,2016-03-20 05:00:00
30835,935,3,0.0,21,0,2016-03-20 05:00:00
30836,935,827,0.0,17,0,2016-03-20 05:00:00
30837,935,814,0.0,13,0,2016-03-20 05:00:00
30838,935,834,0.0,11,0,2016-03-20 05:00:00
30839,935,830,0.0,15,0,2016-03-20 05:00:00
30840,935,2,25.0,1,1,2016-03-20 05:00:00
30841,935,836,0.0,19,0,2016-03-20 05:00:00
30842,935,825,0.0,22,0,2016-03-20 05:00:00
30843,935,820,0.0,20,0,2016-03-20 05:00:00
30844,935,835,0.0,16,0,2016-03-20 05:00:00
30845,936,816,24.0,3,0,2016-04-03 15:00:00
30846,936,12,14.0,7,0,2016-04-03 15:00:00
30847,936,2,50.0,1,2,2016-04-03 15:00:00
30848,936,0,33.0,2,0,2016-04-03 15:00:00
30849,936,19,15.0,6,0,2016-04-03 15:00:00
30850,936,153,18.0,5,0,2016-04-03 15:00:00
30851,936,807,6.0,9,0,2016-04-03 15:00:00
30852,936,837,1.0,13,0,2016-04-03 15:00:00
30853,936,3,0.0,23,0,2016-04-03 15:00:00
30854,936,820,0.0,22,0,2016-04-03 15:00:00
30855,936,836,0.0,21,0,2016-04-03 15:00:00
30856,936,7,18.0,4,0,2016-04-03 15:00:00
30857,936,827,0.0,16,0,2016-04-03 15:00:00
30858,936,835,0.0,18,0,2016-04-03 15:00:00
30859,936,825,6.0,10,0,2016-04-03 15:00:00
30860,936,830,0.0,19,0,2016-04-03 15:00:00
30861,936,814,0.0,17,0,2016-04-03 15:00:00
30862,936,824,0.0,14,0,2016-04-03 15:00:00
30863,936,834,0.0,15,0,2016-04-03 15:00:00
30864,936,829,9.0,8,0,2016-04-03 15:00:00
30865,936,831,2.0,12,0,2016-04-03 15:00:00
30866,936,17,0.0,20,0,2016-04-03 15:00:00
30867,936,821,6.0,11,0,2016-04-03 15:00:00
30868,937,827,0.0,17,0,2016-04-17 06:00:00
30869,937,836,0.0,23,0,2016-04-17 06:00:00
30870,937,2,75.0,1,3,2016-04-17 06:00:00
30871,937,0,39.0,2,0,2016-04-17 06:00:00
30872,937,19,33.0,4,0,2016-04-17 06:00:00
30873,937,816,36.0,3,0,2016-04-17 06:00:00
30874,937,12,22.0,6,0,2016-04-17 06:00:00
30875,937,153,18.0,8,0,2016-04-17 06:00:00
30876,937,807,6.0,11,0,2016-04-17 06:00:00
30877,937,821,7.0,10,0,2016-04-17 06:00:00
30878,937,831,4.0,12,0,2016-04-17 06:00:00
30879,937,829,13.0,9,0,2016-04-17 06:00:00
30880,937,834,0.0,16,0,2016-04-17 06:00:00
30881,937,824,0.0,14,0,2016-04-17 06:00:00
30882,937,814,0.0,15,0,2016-04-17 06:00:00
30883,937,17,0.0,19,0,2016-04-17 06:00:00
30884,937,7,28.0,5,0,2016-04-17 06:00:00
30885,937,830,0.0,21,0,2016-04-17 06:00:00
30886,937,835,0.0,20,0,2016-04-17 06:00:00
30887,937,3,0.0,18,0,2016-04-17 06:00:00
30888,937,825,21.0,7,0,2016-04-17 06:00:00
30889,937,837,1.0,13,0,2016-04-17 06:00:00
30890,937,820,0.0,22,0,2016-04-17 06:00:00
30891,938,824,6.0,12,0,2016-05-01 12:00:00
30892,938,12,32.0,6,0,2016-05-01 12:00:00
30893,938,153,22.0,7,0,2016-05-01 12:00:00
30894,938,807,6.0,13,0,2016-05-01 12:00:00
30895,938,821,19.0,9,0,2016-05-01 12:00:00
30896,938,831,4.0,14,0,2016-05-01 12:00:00
30897,938,829,13.0,10,0,2016-05-01 12:00:00
30898,938,0,57.0,2,0,2016-05-01 12:00:00
30899,938,834,0.0,18,0,2016-05-01 12:00:00
30900,938,814,2.0,15,0,2016-05-01 12:00:00
30901,938,830,0.0,21,0,2016-05-01 12:00:00
30902,938,816,36.0,4,0,2016-05-01 12:00:00
30903,938,835,0.0,20,0,2016-05-01 12:00:00
30904,938,827,0.0,19,0,2016-05-01 12:00:00
30905,938,7,43.0,3,0,2016-05-01 12:00:00
30906,938,836,0.0,23,0,2016-05-01 12:00:00
30907,938,820,0.0,22,0,2016-05-01 12:00:00
30908,938,3,8.0,11,0,2016-05-01 12:00:00
30909,938,825,21.0,8,0,2016-05-01 12:00:00
30910,938,837,1.0,17,0,2016-05-01 12:00:00
30911,938,2,100.0,1,4,2016-05-01 12:00:00
30912,938,17,1.0,16,0,2016-05-01 12:00:00
30913,938,19,33.0,5,0,2016-05-01 12:00:00
30914,939,821,29.0,8,0,2016-05-15 12:00:00
30915,939,2,100.0,1,4,2016-05-15 12:00:00
30916,939,807,6.0,15,0,2016-05-15 12:00:00
30917,939,0,57.0,3,0,2016-05-15 12:00:00
30918,939,19,48.0,4,0,2016-05-15 12:00:00
30919,939,153,22.0,10,0,2016-05-15 12:00:00
30920,939,816,48.0,5,0,2016-05-15 12:00:00
30921,939,12,36.0,7,0,2016-05-15 12:00:00
30922,939,825,22.0,9,0,2016-05-15 12:00:00
30923,939,837,1.0,17,0,2016-05-15 12:00:00
30924,939,3,8.0,12,0,2016-05-15 12:00:00
30925,939,820,0.0,19,0,2016-05-15 12:00:00
30926,939,836,0.0,23,0,2016-05-15 12:00:00
30927,939,827,0.0,20,0,2016-05-15 12:00:00
30928,939,835,0.0,21,0,2016-05-15 12:00:00
30929,939,7,61.0,2,0,2016-05-15 12:00:00
30930,939,17,3.0,16,0,2016-05-15 12:00:00
30931,939,814,8.0,13,0,2016-05-15 12:00:00
30932,939,824,6.0,14,0,2016-05-15 12:00:00
30933,939,834,0.0,18,0,2016-05-15 12:00:00
30934,939,829,38.0,6,1,2016-05-15 12:00:00
30935,939,831,12.0,11,0,2016-05-15 12:00:00
30936,939,830,0.0,22,0,2016-05-15 12:00:00
30937,940,821,29.0,8,0,2016-05-29 12:00:00
30938,940,824,6.0,15,0,2016-05-29 12:00:00
30939,940,834,0.0,19,0,2016-05-29 12:00:00
30940,940,829,38.0,6,1,2016-05-29 12:00:00
30941,940,831,16.0,13,0,2016-05-29 12:00:00
30942,940,807,14.0,14,0,2016-05-29 12:00:00
30943,940,820,0.0,18,0,2016-05-29 12:00:00
30944,940,12,37.0,7,0,2016-05-29 12:00:00
30945,940,816,66.0,3,0,2016-05-29 12:00:00
30946,940,19,60.0,5,0,2016-05-29 12:00:00
30947,940,0,82.0,2,1,2016-05-29 12:00:00
30948,940,2,106.0,1,4,2016-05-29 12:00:00
30949,940,836,0.0,23,0,2016-05-29 12:00:00
30950,940,153,22.0,11,0,2016-05-29 12:00:00
30951,940,17,5.0,16,0,2016-05-29 12:00:00
30952,940,814,23.0,9,0,2016-05-29 12:00:00
30953,940,835,0.0,21,0,2016-05-29 12:00:00
30954,940,3,18.0,12,0,2016-05-29 12:00:00
30955,940,825,22.0,10,0,2016-05-29 12:00:00
30956,940,837,1.0,17,0,2016-05-29 12:00:00
30957,940,830,0.0,22,0,2016-05-29 12:00:00
30958,940,7,61.0,4,0,2016-05-29 12:00:00
30959,940,827,0.0,20,0,2016-05-29 12:00:00
30960,941,836,0.0,23,0,2016-06-12 18:00:00
30961,941,837,1.0,17,0,2016-06-12 18:00:00
30962,941,825,22.0,10,0,2016-06-12 18:00:00
30963,941,2,116.0,1,4,2016-06-12 18:00:00
30964,941,0,107.0,2,2,2016-06-12 18:00:00
30965,941,19,78.0,3,0,2016-06-12 18:00:00
30966,941,816,72.0,4,0,2016-06-12 18:00:00
30967,941,12,37.0,8,0,2016-06-12 18:00:00
30968,941,153,22.0,11,0,2016-06-12 18:00:00
30969,941,820,0.0,18,0,2016-06-12 18:00:00
30970,941,807,18.0,13,0,2016-06-12 18:00:00
30971,941,831,18.0,14,0,2016-06-12 18:00:00
30972,941,3,18.0,12,0,2016-06-12 18:00:00
30973,941,834,0.0,19,0,2016-06-12 18:00:00
30974,941,824,6.0,15,0,2016-06-12 18:00:00
30975,941,814,24.0,9,0,2016-06-12 18:00:00
30976,941,17,5.0,16,0,2016-06-12 18:00:00
30977,941,830,0.0,22,0,2016-06-12 18:00:00
30978,941,835,0.0,21,0,2016-06-12 18:00:00
30979,941,827,0.0,20,0,2016-06-12 18:00:00
30980,941,7,69.0,5,0,2016-06-12 18:00:00
30981,941,821,44.0,7,0,2016-06-12 18:00:00
30982,941,829,50.0,6,1,2016-06-12 18:00:00
30983,942,2,141.0,1,5,2016-06-19 13:00:00
30984,942,0,117.0,2,2,2016-06-19 13:00:00
30985,942,827,0.0,20,0,2016-06-19 13:00:00
30986,942,820,0.0,18,0,2016-06-19 13:00:00
30987,942,837,1.0,17,0,2016-06-19 13:00:00
30988,942,825,22.0,10,0,2016-06-19 13:00:00
30989,942,3,18.0,13,0,2016-06-19 13:00:00
