qualifyId,raceId,driverId,constructorId,number,position,date
6420,922,807,9,27,7,2015-06-06 18:00:00
6421,922,825,8,26,8,2015-06-06 18:00:00
6422,922,816,8,3,9,2015-06-06 18:00:00
6423,922,812,205,13,6,2015-06-06 18:00:00
6424,923,816,8,3,14,2015-06-20 12:00:00
6425,923,828,206,28,20,2015-06-20 12:00:00
6426,923,832,206,98,19,2015-06-20 12:00:00
6427,923,7,5,7,18,2015-06-20 12:00:00
6428,923,17,0,22,17,2015-06-20 12:00:00
6429,923,814,9,11,16,2015-06-20 12:00:00
6430,923,3,0,14,15,2015-06-20 12:00:00
6431,923,831,4,55,13,2015-06-20 12:00:00
6432,923,2,129,6,2,2015-06-20 12:00:00
6433,923,812,205,13,11,2015-06-20 12:00:00
6434,923,827,14,9,12,2015-06-20 12:00:00
6435,923,19,5,5,3,2015-06-20 12:00:00
6436,923,12,2,19,4,2015-06-20 12:00:00
6437,923,807,9,27,5,2015-06-20 12:00:00
6438,923,0,129,44,1,2015-06-20 12:00:00
6439,923,829,4,33,7,2015-06-20 12:00:00
6440,923,825,8,26,8,2015-06-20 12:00:00
6441,923,830,14,12,9,2015-06-20 12:00:00
6442,923,153,205,8,10,2015-06-20 12:00:00
6443,923,821,2,77,6,2015-06-20 12:00:00
6444,924,829,4,33,13,2015-07-04 12:00:00
6445,924,832,206,98,20,2015-07-04 12:00:00
6446,924,828,206,28,19,2015-07-04 12:00:00
6447,924,3,0,14,17,2015-07-04 12:00:00
6448,924,830,14,12,16,2015-07-04 12:00:00
6449,924,827,14,9,15,2015-07-04 12:00:00
6450,924,812,205,13,14,2015-07-04 12:00:00
6451,924,153,205,8,12,2015-07-04 12:00:00
6452,924,17,0,22,18,2015-07-04 12:00:00
6453,924,816,8,3,10,2015-07-04 12:00:00
6454,924,2,129,6,2,2015-07-04 12:00:00
6455,924,814,9,11,11,2015-07-04 12:00:00
6456,924,821,2,77,4,2015-07-04 12:00:00
6457,924,7,5,7,5,2015-07-04 12:00:00
6458,924,12,2,19,3,2015-07-04 12:00:00
6459,924,19,5,5,6,2015-07-04 12:00:00
6460,924,825,8,26,7,2015-07-04 12:00:00
6461,924,831,4,55,8,2015-07-04 12:00:00
6462,924,807,9,27,9,2015-07-04 12:00:00
6463,924,0,129,44,1,2015-07-04 12:00:00
6464,925,812,205,13,14,2015-07-25 12:00:00
6465,925,828,206,28,20,2015-07-25 12:00:00
6466,925,832,206,98,19,2015-07-25 12:00:00
6467,925,830,14,12,18,2015-07-25 12:00:00
6468,925,827,14,9,17,2015-07-25 12:00:00
6469,925,17,0,22,16,2015-07-25 12:00:00
6470,925,3,0,14,15,2015-07-25 12:00:00
6471,925,814,9,11,13,2015-07-25 12:00:00
6472,925,831,4,55,12,2015-07-25 12:00:00
6473,925,807,9,27,11,2015-07-25 12:00:00
6474,925,0,129,44,1,2015-07-25 12:00:00
6475,925,19,5,5,3,2015-07-25 12:00:00
6476,925,816,8,3,4,2015-07-25 12:00:00
6477,925,7,5,7,5,2015-07-25 12:00:00
6478,925,2,129,6,2,2015-07-25 12:00:00
6479,925,825,8,26,7,2015-07-25 12:00:00
6480,925,12,2,19,8,2015-07-25 12:00:00
6481,925,829,4,33,9,2015-07-25 12:00:00
6482,925,153,205,8,10,2015-07-25 12:00:00
6483,925,821,2,77,6,2015-07-25 12:00:00
6484,926,7,5,7,14,2015-08-22 12:00:00
6485,926,832,203,98,20,2015-08-22 12:00:00
6486,926,828,203,28,19,2015-08-22 12:00:00
6487,926,3,0,14,18,2015-08-22 12:00:00
6488,926,17,0,22,17,2015-08-22 12:00:00
6489,926,830,14,12,16,2015-08-22 12:00:00
6490,926,829,4,33,15,2015-08-22 12:00:00
6491,926,827,14,9,13,2015-08-22 12:00:00
6492,926,825,8,26,12,2015-08-22 12:00:00
6493,926,807,9,27,11,2015-08-22 12:00:00
6494,926,821,2,77,3,2015-08-22 12:00:00
6495,926,0,129,44,1,2015-08-22 12:00:00
6496,926,153,205,8,4,2015-08-22 12:00:00
6497,926,814,9,11,5,2015-08-22 12:00:00
6498,926,2,129,6,2,2015-08-22 12:00:00
6499,926,12,2,19,7,2015-08-22 12:00:00
6500,926,812,205,13,8,2015-08-22 12:00:00
6501,926,19,5,5,9,2015-08-22 12:00:00
6502,926,831,4,55,10,2015-08-22 12:00:00
6503,926,816,8,3,6,2015-08-22 12:00:00
6504,927,825,8,26,14,2015-09-05 12:00:00
6505,927,829,4,33,20,2015-09-05 12:00:00
6506,927,832,206,98,19,2015-09-05 12:00:00
6507,927,828,206,28,18,2015-09-05 12:00:00
6508,927,3,0,14,17,2015-09-05 12:00:00
6509,927,17,0,22,16,2015-09-05 12:00:00
6510,927,816,8,3,15,2015-09-05 12:00:00
6511,927,831,4,55,13,2015-09-05 12:00:00
6512,927,830,14,12,12,2015-09-05 12:00:00
6513,927,812,205,13,11,2015-09-05 12:00:00
6514,927,0,129,44,1,2015-09-05 12:00:00
6515,927,19,5,5,3,2015-09-05 12:00:00
6516,927,2,129,6,4,2015-09-05 12:00:00
6517,927,12,2,19,5,2015-09-05 12:00:00
6518,927,7,5,7,2,2015-09-05 12:00:00
6519,927,814,9,11,7,2015-09-05 12:00:00
6520,927,153,205,8,8,2015-09-05 12:00:00
6521,927,807,9,27,9,2015-09-05 12:00:00
6522,927,827,14,9,10,2015-09-05 12:00:00
6523,927,821,2,77,6,2015-09-05 12:00:00
6524,928,831,4,55,14,2015-09-19 12:00:00
6525,928,833,206,53,20,2015-09-19 12:00:00
6526,928,828,206,28,19,2015-09-19 12:00:00
6527,928,812,205,13,18,2015-09-19 12:00:00
6528,928,827,14,9,17,2015-09-19 12:00:00
6529,928,830,14,12,16,2015-09-19 12:00:00
6530,928,17,0,22,15,2015-09-19 12:00:00
6531,928,814,9,11,13,2015-09-19 12:00:00
6532,928,807,9,27,11,2015-09-19 12:00:00
6533,928,19,5,5,1,2015-09-19 12:00:00
6534,928,7,5,7,3,2015-09-19 12:00:00
6535,928,816,8,3,2,2015-09-19 12:00:00
6536,928,825,8,26,4,2015-09-19 12:00:00
6537,928,0,129,44,5,2015-09-19 12:00:00
6538,928,3,0,14,12,2015-09-19 12:00:00
6539,928,821,2,77,7,2015-09-19 12:00:00
6540,928,829,4,33,8,2015-09-19 12:00:00
6541,928,153,205,8,10,2015-09-19 12:00:00
6542,928,12,2,19,9,2015-09-19 12:00:00
6543,928,2,129,6,6,2015-09-19 12:00:00
6544,929,833,206,53,20,2015-09-26 05:00:00
6545,929,828,206,28,19,2015-09-26 05:00:00
6546,929,830,14,12,18,2015-09-26 05:00:00
6547,929,827,14,9,17,2015-09-26 05:00:00
6548,929,17,0,22,16,2015-09-26 05:00:00
6549,929,3,0,14,14,2015-09-26 05:00:00
6550,929,812,205,13,13,2015-09-26 05:00:00
6551,929,829,4,33,15,2015-09-26 05:00:00
6552,929,0,129,44,2,2015-09-26 05:00:00
6553,929,2,129,6,1,2015-09-26 05:00:00
6554,929,807,9,27,11,2015-09-26 05:00:00
6555,929,821,2,77,3,2015-09-26 05:00:00
6556,929,19,5,5,4,2015-09-26 05:00:00
6557,929,12,2,19,5,2015-09-26 05:00:00
6558,929,831,4,55,12,2015-09-26 05:00:00
6559,929,816,8,3,7,2015-09-26 05:00:00
6560,929,153,205,8,8,2015-09-26 05:00:00
6561,929,814,9,11,9,2015-09-26 05:00:00
6562,929,825,8,26,10,2015-09-26 05:00:00
6563,929,7,5,7,6,2015-09-26 05:00:00
6564,930,832,203,98,19,2015-10-10 11:00:00
6565,930,828,203,28,18,2015-10-10 11:00:00
6566,930,827,14,9,17,2015-10-10 11:00:00
6567,930,3,0,14,16,2015-10-10 11:00:00
6568,930,12,2,19,15,2015-10-10 11:00:00
6569,930,812,205,13,14,2015-10-10 11:00:00
6570,930,17,0,22,13,2015-10-10 11:00:00
6571,930,830,14,12,12,2015-10-10 11:00:00
6572,930,825,8,26,11,2015-10-10 11:00:00
6573,930,829,4,33,9,2015-10-10 11:00:00
6574,930,2,129,6,1,2015-10-10 11:00:00
6575,930,0,129,44,2,2015-10-10 11:00:00
6576,930,816,8,3,10,2015-10-10 11:00:00
6577,930,821,2,77,3,2015-10-10 11:00:00
6578,930,153,205,8,8,2015-10-10 11:00:00
6579,930,7,5,7,5,2015-10-10 11:00:00
6580,930,814,9,11,7,2015-10-10 11:00:00
6581,930,807,9,27,6,2015-10-10 11:00:00
6582,930,19,5,5,4,2015-10-10 11:00:00
6583,931,831,4,55,20,2015-10-24 19:00:00
6584,931,828,203,28,19,2015-10-24 19:00:00
6585,931,833,203,53,18,2015-10-24 19:00:00
6586,931,830,14,12,17,2015-10-24 19:00:00
6587,931,827,14,9,16,2015-10-24 19:00:00
6588,931,812,205,13,15,2015-10-24 19:00:00
6589,931,17,0,22,14,2015-10-24 19:00:00
6590,931,153,205,8,13,2015-10-24 19:00:00
6591,931,821,2,77,12,2015-10-24 19:00:00
6592,931,829,4,33,10,2015-10-24 19:00:00
6593,931,7,5,7,8,2015-10-24 19:00:00
6594,931,807,9,27,7,2015-10-24 19:00:00
6595,931,814,9,11,6,2015-10-24 19:00:00
6596,931,19,5,5,5,2015-10-24 19:00:00
6597,931,825,8,26,4,2015-10-24 19:00:00
6598,931,816,8,3,3,2015-10-24 19:00:00
6599,931,0,129,44,2,2015-10-24 19:00:00
6600,931,2,129,6,1,2015-10-24 19:00:00
6601,931,3,0,14,11,2015-10-24 19:00:00
6602,931,12,2,19,9,2015-10-24 19:00:00
6603,932,3,0,14,16,2015-10-31 19:00:00
6604,932,7,5,7,15,2015-10-31 19:00:00
6605,932,827,14,9,14,2015-10-31 19:00:00
6606,932,833,203,53,18,2015-10-31 19:00:00
6607,932,828,203,28,19,2015-10-31 19:00:00
6608,932,17,0,22,20,2015-10-31 19:00:00
6609,932,830,14,12,17,2015-10-31 19:00:00
6610,932,812,205,13,13,2015-10-31 19:00:00
6611,932,12,2,19,7,2015-10-31 19:00:00
6612,932,831,4,55,11,2015-10-31 19:00:00
6613,932,153,205,8,12,2015-10-31 19:00:00
6614,932,2,129,6,1,2015-10-31 19:00:00
6615,932,19,5,5,3,2015-10-31 19:00:00
6616,932,825,8,26,4,2015-10-31 19:00:00
6617,932,0,129,44,2,2015-10-31 19:00:00
6618,932,821,2,77,6,2015-10-31 19:00:00
6619,932,829,4,33,8,2015-10-31 19:00:00
6620,932,814,9,11,9,2015-10-31 19:00:00
6621,932,807,9,27,10,2015-10-31 19:00:00
6622,932,816,8,3,5,2015-10-31 19:00:00
6623,933,827,14,9,14,2015-11-14 16:00:00
6624,933,3,0,14,20,2015-11-14 16:00:00
6625,933,828,203,28,19,2015-11-14 16:00:00
6626,933,833,203,53,18,2015-11-14 16:00:00
6627,933,17,0,22,17,2015-11-14 16:00:00
6628,933,812,205,13,16,2015-11-14 16:00:00
6629,933,153,205,8,15,2015-11-14 16:00:00
6630,933,814,9,11,13,2015-11-14 16:00:00
6631,933,831,4,55,12,2015-11-14 16:00:00
6632,933,830,14,12,11,2015-11-14 16:00:00
6633,933,2,129,6,1,2015-11-14 16:00:00
6634,933,19,5,5,3,2015-11-14 16:00:00
6635,933,821,2,77,4,2015-11-14 16:00:00
6636,933,7,5,7,5,2015-11-14 16:00:00
6637,933,0,129,44,2,2015-11-14 16:00:00
6638,933,825,8,26,7,2015-11-14 16:00:00
6639,933,12,2,19,8,2015-11-14 16:00:00
6640,933,816,8,3,9,2015-11-14 16:00:00
6641,933,829,4,33,10,2015-11-14 16:00:00
6642,933,807,9,27,6,2015-11-14 16:00:00
6643,934,830,14,12,14,2015-11-28 13:00:00
6644,934,832,206,98,20,2015-11-28 13:00:00
6645,934,828,206,28,19,2015-11-28 13:00:00
6646,934,827,14,9,18,2015-11-28 13:00:00
6647,934,3,0,14,17,2015-11-28 13:00:00
6648,934,19,5,5,16,2015-11-28 13:00:00
6649,934,153,205,8,15,2015-11-28 13:00:00
6650,934,17,0,22,12,2015-11-28 13:00:00
6651,934,812,205,13,13,2015-11-28 13:00:00
6652,934,7,5,7,3,2015-11-28 13:00:00
6653,934,0,129,44,2,2015-11-28 13:00:00
6654,934,2,129,6,1,2015-11-28 13:00:00
6655,934,814,9,11,4,2015-11-28 13:00:00
6656,934,816,8,3,5,2015-11-28 13:00:00
6657,934,829,4,33,11,2015-11-28 13:00:00
6658,934,807,9,27,7,2015-11-28 13:00:00
6659,934,12,2,19,8,2015-11-28 13:00:00
6660,934,825,8,26,9,2015-11-28 13:00:00
6661,934,831,4,55,10,2015-11-28 13:00:00
6662,934,821,2,77,6,2015-11-28 13:00:00
6663,935,834,3,30,14,2016-03-19 05:00:00
6664,935,835,206,94,22,2016-03-19 05:00:00
6665,935,836,206,88,21,2016-03-19 05:00:00
6666,935,820,207,21,20,2016-03-19 05:00:00
6667,935,153,207,8,19,2016-03-19 05:00:00
6668,935,825,8,26,18,2016-03-19 05:00:00
6669,935,830,14,12,17,2016-03-19 05:00:00
6670,935,827,14,9,16,2016-03-19 05:00:00
6671,935,824,3,20,15,2016-03-19 05:00:00
6672,935,17,0,22,13,2016-03-19 05:00:00
6673,935,807,9,27,10,2016-03-19 05:00:00
6674,935,821,2,77,11,2016-03-19 05:00:00
6675,935,814,9,11,9,2016-03-19 05:00:00
6676,935,816,8,3,8,2016-03-19 05:00:00
6677,935,831,4,55,7,2016-03-19 05:00:00
6678,935,12,2,19,6,2016-03-19 05:00:00
6679,935,829,4,33,5,2016-03-19 05:00:00
6680,935,7,5,7,4,2016-03-19 05:00:00
6681,935,19,5,5,3,2016-03-19 05:00:00
6682,935,2,129,6,2,2016-03-19 05:00:00
6683,935,0,129,44,1,2016-03-19 05:00:00
6684,935,3,0,14,12,2016-03-19 05:00:00
6685,936,827,14,9,17,2016-04-02 15:00:00
6686,936,835,206,94,16,2016-04-02 15:00:00
6687,936,814,9,11,18,2016-04-02 15:00:00
6688,936,825,8,26,15,2016-04-02 15:00:00
6689,936,834,3,30,20,2016-04-02 15:00:00
6690,936,836,206,88,21,2016-04-02 15:00:00
6691,936,830,14,12,22,2016-04-02 15:00:00
6692,936,824,3,20,19,2016-04-02 15:00:00
6693,936,17,0,22,14,2016-04-02 15:00:00
6694,936,7,5,7,4,2016-04-02 15:00:00
6695,936,837,0,47,12,2016-04-02 15:00:00
6696,936,0,129,44,1,2016-04-02 15:00:00
6697,936,2,129,6,2,2016-04-02 15:00:00
6698,936,19,5,5,3,2016-04-02 15:00:00
6699,936,816,8,3,5,2016-04-02 15:00:00
6700,936,821,2,77,6,2016-04-02 15:00:00
6701,936,820,207,21,13,2016-04-02 15:00:00
6702,936,807,9,27,8,2016-04-02 15:00:00
6703,936,153,207,8,9,2016-04-02 15:00:00
6704,936,829,4,33,10,2016-04-02 15:00:00
6705,936,831,4,55,11,2016-04-02 15:00:00
6706,936,12,2,19,7,2016-04-02 15:00:00
6707,937,827,14,9,15,2016-04-16 06:00:00
6708,937,0,129,44,22,2016-04-16 06:00:00
6709,937,835,206,94,21,2016-04-16 06:00:00
6710,937,836,206,88,20,2016-04-16 06:00:00
6711,937,834,3,30,19,2016-04-16 06:00:00
6712,937,820,207,21,18,2016-04-16 06:00:00
6713,937,824,3,20,17,2016-04-16 06:00:00
6714,937,830,14,12,16,2016-04-16 06:00:00
6715,937,153,207,8,14,2016-04-16 06:00:00
6716,937,17,0,22,13,2016-04-16 06:00:00
6717,937,3,0,14,12,2016-04-16 06:00:00
6718,937,2,129,6,1,2016-04-16 06:00:00
6719,937,7,5,7,3,2016-04-16 06:00:00
6720,937,19,5,5,4,2016-04-16 06:00:00
6721,937,821,2,77,5,2016-04-16 06:00:00
6722,937,825,8,26,6,2016-04-16 06:00:00
6723,937,816,8,3,2,2016-04-16 06:00:00
6724,937,831,4,55,8,2016-04-16 06:00:00
6725,937,829,4,33,9,2016-04-16 06:00:00
6726,937,807,9,27,10,2016-04-16 06:00:00
6727,937,12,2,19,11,2016-04-16 06:00:00
6728,937,814,9,11,7,2016-04-16 06:00:00
6729,938,153,207,8,15,2016-04-30 12:00:00
6730,938,827,14,9,22,2016-04-30 12:00:00
6731,938,836,206,88,21,2016-04-30 12:00:00
6732,938,835,206,94,20,2016-04-30 12:00:00
6733,938,830,14,12,19,2016-04-30 12:00:00
6734,938,834,3,30,18,2016-04-30 12:00:00
6735,938,824,3,20,17,2016-04-30 12:00:00
6736,938,820,207,21,16,2016-04-30 12:00:00
6737,938,3,0,14,14,2016-04-30 12:00:00
6738,938,19,5,5,2,2016-04-30 12:00:00
6739,938,17,0,22,12,2016-04-30 12:00:00
6740,938,831,4,55,11,2016-04-30 12:00:00
6741,938,0,129,44,10,2016-04-30 12:00:00
6742,938,829,4,33,9,2016-04-30 12:00:00
6743,938,825,8,26,8,2016-04-30 12:00:00
6744,938,814,9,11,7,2016-04-30 12:00:00
6745,938,816,8,3,6,2016-04-30 12:00:00
6746,938,12,2,19,5,2016-04-30 12:00:00
6747,938,7,5,7,4,2016-04-30 12:00:00
6748,938,821,2,77,3,2016-04-30 12:00:00
6749,938,807,9,27,13,2016-04-30 12:00:00
6750,938,2,129,6,1,2016-04-30 12:00:00
6751,939,153,207,8,14,2016-05-14 12:00:00
6752,939,820,207,21,16,2016-05-14 12:00:00
6753,939,834,3,30,17,2016-05-14 12:00:00
6754,939,836,206,88,22,2016-05-14 12:00:00
6755,939,827,14,9,19,2016-05-14 12:00:00
6756,939,830,14,12,20,2016-05-14 12:00:00
6757,939,835,206,94,21,2016-05-14 12:00:00
6758,939,12,2,19,18,2016-05-14 12:00:00
6759,939,825,4,26,13,2016-05-14 12:00:00
6760,939,824,3,20,15,2016-05-14 12:00:00
6761,939,807,9,27,11,2016-05-14 12:00:00
6762,939,0,129,44,1,2016-05-14 12:00:00
6763,939,17,0,22,12,2016-05-14 12:00:00
6764,939,2,129,6,2,2016-05-14 12:00:00
6765,939,816,8,3,3,2016-05-14 12:00:00
6766,939,7,5,7,5,2016-05-14 12:00:00
6767,939,829,8,33,4,2016-05-14 12:00:00
6768,939,821,2,77,7,2016-05-14 12:00:00
6769,939,831,4,55,8,2016-05-14 12:00:00
6770,939,814,9,11,9,2016-05-14 12:00:00
6771,939,3,0,14,10,2016-05-14 12:00:00
6772,939,19,5,5,6,2016-05-14 12:00:00
6773,940,830,14,12,22,2016-05-28 12:00:00
6774,940,829,8,33,21,2016-05-28 12:00:00
6775,940,835,206,94,20,2016-05-28 12:00:00
6776,940,836,206,88,19,2016-05-28 12:00:00
6777,940,834,3,30,18,2016-05-28 12:00:00
6778,940,827,14,9,17,2016-05-28 12:00:00
6779,940,153,207,8,15,2016-05-28 12:00:00
6780,940,12,2,19,14,2016-05-28 12:00:00
6781,940,17,0,22,13,2016-05-28 12:00:00
6782,940,824,3,20,16,2016-05-28 12:00:00
6783,940,821,2,77,11,2016-05-28 12:00:00
6784,940,816,8,3,1,2016-05-28 12:00:00
6785,940,2,129,6,2,2016-05-28 12:00:00
6786,940,820,207,21,12,2016-05-28 12:00:00
6787,940,19,5,5,4,2016-05-28 12:00:00
6788,940,807,9,27,5,2016-05-28 12:00:00
6789,940,0,129,44,3,2016-05-28 12:00:00
6790,940,831,4,55,7,2016-05-28 12:00:00
6791,940,814,9,11,8,2016-05-28 12:00:00
6792,940,825,4,26,9,2016-05-28 12:00:00
6793,940,3,0,14,10,2016-05-28 12:00:00
6794,940,7,5,7,6,2016-05-28 12:00:00
6795,941,820,207,21,14,2016-06-11 18:00:00
6796,941,836,206,88,21,2016-06-11 18:00:00
6797,941,830,14,12,20,2016-06-11 18:00:00
6798,941,827,14,9,19,2016-06-11 18:00:00
6799,941,835,206,94,18,2016-06-11 18:00:00
6800,941,834,3,30,17,2016-06-11 18:00:00
6801,941,153,207,8,15,2016-06-11 18:00:00
6802,941,825,4,26,13,2016-06-11 18:00:00
6803,941,831,4,55,16,2016-06-11 18:00:00
6804,941,814,9,11,11,2016-06-11 18:00:00
6805,941,2,129,6,2,2016-06-11 18:00:00
6806,941,816,8,3,4,2016-06-11 18:00:00
6807,941,829,8,33,5,2016-06-11 18:00:00
6808,941,7,5,7,6,2016-06-11 18:00:00
6809,941,19,5,5,3,2016-06-11 18:00:00
6810,941,12,2,19,8,2016-06-11 18:00:00
6811,941,0,129,44,1,2016-06-11 18:00:00
6812,941,807,9,27,9,2016-06-11 18:00:00
6813,941,3,0,14,10,2016-06-11 18:00:00
6814,941,821,2,77,7,2016-06-11 18:00:00
6815,941,17,0,22,12,2016-06-11 18:00:00
6816,942,3,0,14,14,2016-06-18 13:00:00
6817,942,834,3,30,22,2016-06-18 13:00:00
6818,942,824,3,20,21,2016-06-18 13:00:00
6819,942,827,14,9,20,2016-06-18 13:00:00
6820,942,17,0,22,19,2016-06-18 13:00:00
6821,942,835,206,94,18,2016-06-18 13:00:00
6822,942,836,206,88,17,2016-06-18 13:00:00
6823,942,830,14,12,16,2016-06-18 13:00:00
6824,942,820,207,21,15,2016-06-18 13:00:00
6825,942,831,4,55,13,2016-06-18 13:00:00
6826,942,153,207,8,11,2016-06-18 13:00:00
6827,942,807,9,27,12,2016-06-18 13:00:00
6828,942,814,9,11,2,2016-06-18 13:00:00
6829,942,816,8,3,3,2016-06-18 13:00:00
6830,942,19,5,5,4,2016-06-18 13:00:00
6831,942,7,5,7,5,2016-06-18 13:00:00
6832,942,2,129,6,1,2016-06-18 13:00:00
6833,942,825,4,26,7,2016-06-18 13:00:00
6834,942,821,2,77,8,2016-06-18 13:00:00
6835,942,829,8,33,9,2016-06-18 13:00:00
6836,942,0,129,44,10,2016-06-18 13:00:00
6837,942,12,2,19,6,2016-06-18 13:00:00
6838,943,831,4,55,15,2016-07-02 12:00:00
6839,943,830,14,12,22,2016-07-02 12:00:00
6840,943,827,14,9,21,2016-07-02 12:00:00
6841,943,825,4,26,20,2016-07-02 12:00:00
6842,943,836,206,88,19,2016-07-02 12:00:00
6843,943,834,3,30,18,2016-07-02 12:00:00
6844,943,824,3,20,17,2016-07-02 12:00:00
6845,943,814,9,11,16,2016-07-02 12:00:00
6846,943,3,0,14,14,2016-07-02 12:00:00
6847,943,17,0,22,5,2016-07-02 12:00:00
6848,943,835,206,94,12,2016-07-02 12:00:00
6849,943,2,129,6,2,2016-07-02 12:00:00
6850,943,807,9,27,3,2016-07-02 12:00:00
6851,943,19,5,5,4,2016-07-02 12:00:00
6852,943,0,129,44,1,2016-07-02 12:00:00
6853,943,7,5,7,6,2016-07-02 12:00:00
6854,943,153,207,8,13,2016-07-02 12:00:00
6855,943,821,2,77,8,2016-07-02 12:00:00
6856,943,829,8,33,9,2016-07-02 12:00:00
6857,943,12,2,19,10,2016-07-02 12:00:00
6858,943,820,207,21,11,2016-07-02 12:00:00
6859,943,816,8,3,7,2016-07-02 12:00:00
6860,944,820,207,21,14,2016-07-09 12:00:00
6861,944,830,14,12,21,2016-07-09 12:00:00
6862,944,835,206,94,20,2016-07-09 12:00:00
6863,944,836,206,88,19,2016-07-09 12:00:00
6864,944,834,3,30,18,2016-07-09 12:00:00
6865,944,17,0,22,17,2016-07-09 12:00:00
6866,944,824,3,20,16,2016-07-09 12:00:00
6867,944,825,4,26,15,2016-07-09 12:00:00
6868,944,153,207,8,13,2016-07-09 12:00:00
6869,944,12,2,19,12,2016-07-09 12:00:00
6870,944,814,9,11,11,2016-07-09 12:00:00
6871,944,0,129,44,1,2016-07-09 12:00:00
6872,944,829,8,33,3,2016-07-09 12:00:00
6873,944,816,8,3,4,2016-07-09 12:00:00
6874,944,7,5,7,5,2016-07-09 12:00:00
6875,944,2,129,6,2,2016-07-09 12:00:00
6876,944,821,2,77,7,2016-07-09 12:00:00
6877,944,831,4,55,8,2016-07-09 12:00:00
6878,944,807,9,27,9,2016-07-09 12:00:00
6879,944,3,0,14,10,2016-07-09 12:00:00
6880,944,19,5,5,6,2016-07-09 12:00:00
6881,945,820,207,21,15,2016-07-23 12:00:00
6882,945,836,206,88,22,2016-07-23 12:00:00
6883,945,835,206,94,21,2016-07-23 12:00:00
6884,945,827,14,9,20,2016-07-23 12:00:00
6885,945,824,3,20,19,2016-07-23 12:00:00
6886,945,12,2,19,18,2016-07-23 12:00:00
6887,945,834,3,30,17,2016-07-23 12:00:00
6888,945,830,14,12,16,2016-07-23 12:00:00
6889,945,7,5,7,14,2016-07-23 12:00:00
6890,945,0,129,44,2,2016-07-23 12:00:00
6891,945,825,4,26,12,2016-07-23 12:00:00
6892,945,814,9,11,13,2016-07-23 12:00:00
6893,945,816,8,3,3,2016-07-23 12:00:00
6894,945,829,8,33,4,2016-07-23 12:00:00
6895,945,19,5,5,5,2016-07-23 12:00:00
6896,945,831,4,55,6,2016-07-23 12:00:00
6897,945,2,129,6,1,2016-07-23 12:00:00
6898,945,17,0,22,8,2016-07-23 12:00:00
6899,945,807,9,27,9,2016-07-23 12:00:00
6900,945,821,2,77,10,2016-07-23 12:00:00
6901,945,153,207,8,11,2016-07-23 12:00:00
6902,945,3,0,14,7,2016-07-23 12:00:00
6903,946,827,14,9,22,2016-07-30 12:00:00
6904,946,830,14,12,21,2016-07-30 12:00:00
6905,946,836,206,88,20,2016-07-30 12:00:00
6906,946,825,4,26,19,2016-07-30 12:00:00
6907,946,835,206,94,18,2016-07-30 12:00:00
6908,946,824,3,20,17,2016-07-30 12:00:00
6909,946,3,0,14,14,2016-07-30 12:00:00
6910,946,153,207,8,15,2016-07-30 12:00:00
6911,946,831,4,55,13,2016-07-30 12:00:00
6912,946,834,3,30,16,2016-07-30 12:00:00
6913,946,820,207,21,11,2016-07-30 12:00:00
6914,946,0,129,44,2,2016-07-30 12:00:00
6915,946,2,129,6,1,2016-07-30 12:00:00
6916,946,816,8,3,3,2016-07-30 12:00:00
6917,946,829,8,33,4,2016-07-30 12:00:00
6918,946,7,5,7,5,2016-07-30 12:00:00
6919,946,17,0,22,12,2016-07-30 12:00:00
6920,946,807,9,27,7,2016-07-30 12:00:00
6921,946,821,2,77,8,2016-07-30 12:00:00
6922,946,814,9,11,9,2016-07-30 12:00:00
6923,946,12,2,19,10,2016-07-30 12:00:00
6924,946,19,5,5,6,2016-07-30 12:00:00
6925,947,834,3,30,14,2016-08-27 12:00:00
6926,947,0,129,44,21,2016-08-27 12:00:00
6927,947,827,14,9,20,2016-08-27 12:00:00
6928,947,825,4,26,19,2016-08-27 12:00:00
6929,947,838,206,31,18,2016-08-27 12:00:00
6930,947,830,14,12,17,2016-08-27 12:00:00
6931,947,835,206,94,16,2016-08-27 12:00:00
6932,947,831,4,55,15,2016-08-27 12:00:00
6933,947,820,207,21,13,2016-08-27 12:00:00
6934,947,824,3,20,12,2016-08-27 12:00:00
6935,947,153,207,8,11,2016-08-27 12:00:00
6936,947,2,129,6,1,2016-08-27 12:00:00
6937,947,7,5,7,3,2016-08-27 12:00:00
6938,947,19,5,5,4,2016-08-27 12:00:00
6939,947,816,8,3,5,2016-08-27 12:00:00
6940,947,829,8,33,2,2016-08-27 12:00:00
6941,947,807,9,27,7,2016-08-27 12:00:00
6942,947,821,2,77,8,2016-08-27 12:00:00
6943,947,17,0,22,9,2016-08-27 12:00:00
6944,947,12,2,19,10,2016-08-27 12:00:00
6945,947,814,9,11,6,2016-08-27 12:00:00
6946,948,17,0,22,15,2016-09-03 12:00:00
6947,948,824,3,20,21,2016-09-03 12:00:00
6948,948,834,3,30,20,2016-09-03 12:00:00
6949,948,827,14,9,19,2016-09-03 12:00:00
6950,948,830,14,12,18,2016-09-03 12:00:00
6951,948,825,4,26,17,2016-09-03 12:00:00
6952,948,831,4,55,16,2016-09-03 12:00:00
6953,948,835,206,94,14,2016-09-03 12:00:00
6954,948,3,0,14,13,2016-09-03 12:00:00
6955,948,2,129,6,2,2016-09-03 12:00:00
6956,948,19,5,5,3,2016-09-03 12:00:00
